	T5161	T54	T55	T64	T65	T74	T75	T84	T85
K00332	0.156857233208568	0.112380650628783	0.107448874916968	0.500404454699517	0.142859801363837	0.148675259744366	0.139124578768537	0.150166650060784	-0.0214776641194244
K00333	-0.175090856232384	0.573024688368107	0.368673396626127	1.23607757080169	1.50886734521904	0.101851193401128	0.295248655700597	0.327475010516189	0.288348956512548
K00334	-0.216277714342431	0.635159530588234	0.351343535602325	1.2952369366541	0.641577428224996	-0.203958521790036	0.31602037688403	0.329003759372233	0.164295100916483
K00335	-0.122031176642173	0.571518219176665	0.342887392793442	0.792168168722492	1.09104540428701	-0.177341591862538	0.228695929201123	0.29166102846289	-0.0299966541162951
K00336	0	0	0	0.144087500065559	0	0	0	0.14408750006556	0
K00337	-0.156543319538547	0.393835504785542	0.351781130622463	0.162405607134407	0.269420120931288	0.249486881474665	0.30544000400507	0.365844033735823	0.448394180186745
K00338	-0.145039458533986	0.279607844669569	0.284685415732754	-0.0474932035745773	0.334569671692185	0.176723245916239	0.236275505984043	0.248398587731747	0.827701477147115
K00339	-0.180073981928746	0.395405790700043	0.367422791483997	0.157953538397633	0.282430669805071	0.0942360825066169	0.327386113819668	0.401855979030468	0.29851588494099
K00340	-0.149438575217089	0.236962392877054	0.427291112041236	0.116744725352989	0.340704924358523	0.150330218707268	0.187580179338403	0.244263269520944	0.334568043883469
K00341	-0.147402014145701	0.408250950006167	0.409033909355887	0.147944156874118	0.300774260602768	0.151088233304358	0.306850894974587	0.360379433441981	0.300920845887693
K00342	-0.141888775573922	0.391219038686446	0.349293233612867	-0.0796451996538309	0.27948078809289	0.279965987147221	0.295867714881514	0.341959171038782	0.398461123648313
K00343	0.06020909743942	-0.465196739556995	0.148209368562328	0.276524581309582	0.258315818472753	-0.00140038285400221	-0.170364063527671	-0.0129143672545734	-0.0326647732801678
K00344	-0.426238963657951	-0.174798994589854	0.46572309592391	0.129109684315845	-0.149273749378124	-0.123560598988867	0.570921967039277	0.57659296501737	0.125980239673049
K00346	-0.0407062455556106	0.0750753144723618	-0.257942352139172	-0.764478326073643	-0.755936709887013	-0.23096011244548	-0.112368430828618	0.134250179524746	0.232265859831558
K00347	0.140087040432127	0.0472118133932916	-0.372876512544669	-0.626970908012356	-0.254970933539542	-0.091248465099635	-0.217423908264094	0.00517738036455093	0.180259674985679
K00348	-0.264338408197398	0.0278739814833913	-0.289865490971953	-0.577452650638314	-0.196000456727504	-0.124461603512216	-0.21555173293074	-0.0768425118764827	0.167321701933575
K00349	-0.0796201202931087	0.0471057559033265	-0.319778662922216	-0.948729806928196	-0.174272425690722	-0.144824103595155	-0.130592475153572	0.0223187030382944	0.0891557390518572
K00350	0.123022782434121	0.0636837340427988	-0.305190965450103	-0.632121014200864	-0.252889078802262	-0.087199367122237	-0.0864627635926412	0.0105216234955371	0.104356080685071
K00351	-0.081644486645533	0.0546862040582773	-0.372757838659274	-0.965451563479977	-0.193112595770408	-0.208525920479658	-0.10708559527265	-0.0238253062065314	0.0939013293157035
K00355	0.167999718777723	0.251807292421722	-0.0993735822174075	0.0441297115609311	-0.0252303614117189	0.0432752844698174	0.0909090909090909	0.0531784091564687	0.0909090909090909
K00356	-0.0777566634742587	-0.013778988252644	-0.042757308140631	-0.217029254161903	-0.102593986837652	-0.0588712117328705	-0.0525459168819525	-0.0830551135554655	0.00837088191145405
K00362	0	0.14408750006556	-0.14408750006556	-0.4849000669594	-0.14408750006556	-0.14408750006556	0	-0.14408750006556	0
K00363	-0.127901706935241	-0.502410740708813	-0.345273762660857	-0.182062188205222	-0.492474485907804	-0.00592712885547219	-0.146848027699289	-0.251985493361407	-0.160137914579682
K00364	0.14408750006556	0	-0.0239122187121633	-0.0909090909090909	-0.181818181818182	-0.0784087705681876	-0.0909090909090909	-0.0292661904443056	-0.0909090909090909
K00366	-0.128720882431879	1.39802283436742	-0.416004313514875	1.46579232977417	-0.0229723242059839	0.117550324859696	-0.214757987805811	0.170870071566277	0.64332727095023
K00368	0	0.288175000131119	0	-0.288175000131119	-0.288175000131119	0	0	-0.14408750006556	0.14408750006556
K00370	-0.080562466122803	-0.00880531871102005	-0.0313641860859962	-0.209559104477972	-0.0928963208355827	-0.0566394520586006	-0.0504298409435884	-0.0774644782234045	0.0154803785493462
K00371	-0.14408750006556	-0.14408750006556	0	-0.14408750006556	0	-0.0770906278686319	0	-0.14408750006556	0.211084372262487
K00373	0	3.1932202823627	0.432262500196679	1.39325785098096	1.15685272443486	0.965086312460531	1.11503446569973	0.806382836949944	1.2372715163367
K00374	0.301087785611978	0.436567484509657	0.232357202627787	2.43894294124586	1.19105729160025	1.39114301465214	0.822446317883212	0.499013024854629	0.492361649902323
K00375	-0.094803346565085	-0.0531073041193864	-0.0743664491345293	-0.301412300364977	-0.129709642794148	-0.0669307826541667	-0.114739257433845	-0.034646530644007	0.0234185715631573
