	glogfc
K02770	-0.259312982871467
K02773	0
K02774	0.14408750006556
K02775	0.0136405518570493
K02777	-0.259428232522668
K02779	-0.0329609163077008
K02781	-0.0356626732622083
K02783	0.0187682615879479
K02784	-0.582969482895027
K02786	0.0141926547197529
K02788	-0.413860384201108
K02793	-0.0546649053968338
K02794	-0.0649314106969201
K02795	-0.0377306817526222
K02796	-0.0518602664569128
K02800	-0.0170820676976268
K02803	0.00109983113798797
K02804	-0.371369576080151
K02806	0.00222300397495833
K02810	-0.0669968721969278
K02819	-0.0171166597143268
K02821	0
K02822	-0.588943503219436
K02823	0.143304645163215
K02824	0
K02825	0
K02834	-0.47151140328861
K02835	-0.503700842061039
K02836	-0.432960130004446
K02837	-0.0798206306663026
K02838	-0.209381048391434
K02839	-0.0662674703550779
K02841	1.22308103135864
K02843	-0.298573569547306
K02844	-0.303061092897881
K02847	-0.0653194980362903
K02849	-0.066703703361885
K02850	-0.856760435427484
K02851	0.14408750006556
K02856	-0.240060797664632
K02858	0.189574794766597
K02860	-0.494574799608145
K02863	-0.381445594421915
K02864	-0.0992104697041768
K02867	-0.24082662164917
K02871	-0.0980002283637521
K02874	-0.0675658713307171
K02876	-0.263382611254557
K02878	0.144087500065559
K02879	-0.301290975714796
K02881	-0.170406283446922
K02884	-0.0669968721969278
K02887	-0.013649776078779
K02888	-0.595533991292302
K02892	-0.111126583757859
K02897	0.172556398725526
K02899	-0.652986925024694
K02902	-0.14408750006556
K02906	-0.14408750006556
K02907	-0.160206093866279
K02909	-0.00254676146996324
K02911	-0.14408750006556
K02913	0.0203062374778003
K02916	-0.356992116965052
K02926	-0.0834125308916388
K02931	0.103363720918709
K02933	-0.14408750006556
K02935	-0.0909090909090909
K02945	-0.0909090909090909
K02946	0
K02948	-0.128639772661713
K02950	-0.159843544913242
K02952	-0.101866404104201
K02954	0.111126583757859
K02956	-0.17704841637326
K02959	-0.494878572979907
K02963	-0.0788681549069405
K02965	0
K02967	-0.0669968721969278
K02968	-0.14408750006556
K02970	-0.123870007216792
K02982	-0.271417726725397
K02990	-0.58346304968665
K02992	-0.173353690509865
K02994	-0.359344123779924
K02996	-0.111126583757859
K03040	-0.523874831903916
K03048	-0.159535227469406
K03060	0.144087500065559
K03071	0.000744700966931204
K03072	0
K03073	-0.15549939843682
K03074	0.0697159037605944
K03075	0
K03076	-0.812889209936228
K03078	0.165517551245815
K03079	-0.0197827302668756
K03086	-0.378039032964044
K03088	0.0441297115609311
K03089	0.847533475104717
K03090	-0.0204264717207643
K03091	-0.54258868215558
K03092	0
K03095	0.14408750006556
K03100	-0.302762697603233
K03101	-0.672159945177515
K03106	-0.395849961143613
K03110	-0.427015636755198
K03111	-0.183244667891525
K03113	0.172850902123099
K03116	0
K03117	0
K03118	-0.14408750006556
K03146	0.203816611338983
K03147	0.103409411249994
K03148	-0.0663926640192878
K03149	0.692976678702162
K03150	-0.0660537918365669
K03151	0.0329609163077008
K03152	-0.288175000131119
K03153	0.430702450091389
K03154	-0.14408750006556
K03162	-0.0598816852153583
K03168	0.13758132293066
K03169	-0.388362066907625
K03177	-0.355171872328047
K03179	0
K03181	-0.0282942653041948
K03182	0.23417097414336
K03183	0.102148304469852
K03186	-0.067755344357201
K03187	-0.0747578116995578
K03188	-0.074334061410868
K03189	-0.015227300429765
K03190	-0.0229398709450111
K03191	0.507839619867016
K03195	-0.0281181607658509
K03196	-0.176421018318901
K03197	-0.00351709180892324
K03199	-0.738882807762164
K03200	-0.639809357184809
K03204	-0.287920302361209
K03205	-0.140277008263823
K03210	-0.385108929169225
K03212	-0.0542234672326352
K03214	-0.255194948137294
K03215	-0.14408750006556
K03216	0.153990624752211
K03217	-0.112274548151291
K03218	-0.198120336313142
K03269	-0.000175986735061816
K03270	-0.352800587845914
K03271	-0.130719208974245
K03272	-0.0418224198514187
K03273	0
K03274	0.379895787464894
K03281	-0.229728422985487
K03284	-0.0531784091564687
K03286	0.321742706885424
K03289	-0.096641426895898
K03291	0.282842256575042
K03292	-0.124030053853038
K03293	0.0441297115609311
K03294	0
K03297	0.14408750006556
K03299	0.00725583708594257
K03300	0.404615738495482
K03303	0.209949923236879
K03304	0
K03305	0.14408750006556
K03306	0.44552819338493
K03307	0.14408750006556
K03308	0.255214083823419
K03309	0.00269522542588002
K03310	-0.0909090909090909
K03311	-0.14408750006556
K03312	0
K03313	0
K03314	-0.144297406497914
K03315	0.14408750006556
K03316	0.592920473548142
K03317	0.162178238079802
K03319	0
K03320	-0.0278223546355834
K03321	-0.0227957648287755
K03322	-0.0263187833813622
K03324	-0.178123455954787
K03325	-0.030088225013337
K03326	-0.636215064496447
K03327	-0.272787311224373
K03332	-0.297438452704987
K03335	0.0015929842952357
K03336	0.00586232955390836
K03337	0.00418321246295861
K03338	0.083504363478237
K03340	-0.532421552392235
K03342	-0.14408750006556
K03343	0.144087500065559
K03346	0
K03366	0.114821309621254
K03367	0.0329609163077008
K03385	0.178062806121727
K03386	-0.138359336654123
K03387	-0.175718558217042
K03394	-0.255861360126101
K03395	-0.228901527608637
K03399	-0.353214312187171
K03402	-0.0377306817526222
K03404	-0.0347825841683073
K03405	-0.062105459201344
K03406	-0.0181743748873425
K03407	-0.0220479813524108
K03412	-0.0235359965714792
K03413	-0.0501923163129557
K03415	-0.00731478330890247
K03416	0.0482286106089799
K03424	-0.0467793793481598
K03426	0.144087500065559
K03427	-0.295605732585545
K03429	-0.0157276140839051
K03431	0
K03436	-0.167999718777723
K03437	-0.181818181818182
K03438	-0.93962018414455
K03439	-0.194053276397059
K03442	-0.156213628727169
K03446	0.144181828388546
K03449	-0.14408750006556
K03453	0.14408750006556
K03455	-0.164390464406986
K03457	0
K03458	0.418130587982565
K03462	-0.16698749420834
K03465	-0.0708568052081682
K03466	-0.277980559994533
K03469	0.0902155678530525
K03470	-1.06211264407377
K03471	0
K03473	-0.0678417670133581
K03474	-0.108364131244213
K03475	0
K03476	-0.0126022461741216
K03481	0.155023339494439
K03483	-0.0175081733695408
K03484	0.33230471169205
K03486	-0.188217211626491
K03488	0.744831808341084
K03491	-0.00867581355390938
K03493	0.491841946348894
K03495	-0.407766075197296
K03496	0.14242957477948
K03497	-0.0770906278686367
K03498	-0.497180078470598
K03499	-0.181818181818182
K03500	0.319986470786654
K03501	-0.581523938891814
K03502	-0.0531784091564687
K03517	0.351072973279998
K03518	-0.453143168574101
K03521	0.154673897117262
K03522	0.144087500065559
K03523	-0.160898201512631
K03524	-0.181818181818182
K03525	-0.236390991962233
K03526	0.14408750006556
K03527	-0.118758076632021
K03528	-0.25571295976938
K03530	-0.123870007216792
K03531	-0.0669968721969278
K03536	-0.678890420699014
K03543	0.154285302102694
K03544	-0.768813848597713
K03545	-0.504909491116856
K03546	-0.118505233639211
K03547	-0.28761746087799
K03548	0.0861590177072655
K03549	-0.0665820612785349
K03550	-0.566709183852276
K03551	-0.231881285538686
K03553	-0.405531685162115
K03554	0.342250405231225
K03555	-0.14408750006556
K03558	0.000355311005326022
K03559	0
K03561	-0.14408750006556
K03562	-0.0249057625501023
K03563	0.00820377438265138
K03564	0.144087500065559
K03565	-0.288057940372193
K03566	0.42241905304901
K03568	0.1461437003177
K03569	-0.144087500065559
K03570	-0.551054855399152
K03571	-0.0531784091564687
K03572	-0.0669968721969278
K03573	-0.199541139573614
K03574	0.0669968721969278
K03575	0.14408750006556
K03576	0.581502408676382
K03578	0
K03580	-0.0603915795009759
K03581	0
K03582	-0.0650219372072142
K03583	-0.0259465807430633
K03584	-0.10472755394955
K03585	0
K03586	-0.000526723979543029
K03587	-8.76698526132652e-05
K03588	-0.14408750006556
K03589	0
K03590	-0.14408750006556
K03591	-0.475914393348435
K03592	0.0101815891328349
K03593	0.0180728034947367
K03594	0.290794443284642
K03595	-0.0669968721969278
K03596	-0.0377306817526222
K03597	0.00473789215336786
K03598	-0.00322977311027147
K03599	0.232815332470247
K03600	0.152644854217748
K03601	-0.31323267673234
K03602	-0.281741521289302
K03603	-0.153920753641331
K03604	-0.608532736787823
K03605	-0.195167398939025
K03607	-0.153217622249361
K03608	-0.0734477274389811
K03609	0.225702255172312
K03610	-0.163295453813252
K03611	-0.0116048328996495
K03612	0.0660733401155824
K03613	0.405463087567655
K03614	0.53071367180321
K03615	-0.477585025940684
K03616	0.000526723979543029
K03617	0.443961387307423
K03620	-0.173487944293539
K03621	0.0292661904443056
K03624	0.272808998468929
K03625	-0.480886153558019
K03629	-0.165165022846061
K03630	-0.51654105646788
K03631	-0.439979672704544
K03633	-0.351264064512283
K03634	0.14408750006556
K03635	0
K03636	-0.0497736581734646
K03637	0.355171872328047
K03639	0.775714950453116
K03640	0.125996643671196
K03641	-0.128747184727228
K03642	-0.066534454633543
K03643	0
K03644	0.239922946457609
K03645	-0.278327516044616
K03646	-0.000263361724289656
K03647	-0.128639772661713
K03648	-0.466298456085906
K03650	-0.170406283446912
K03651	-0.248530600256312
K03652	-0.0669968721969278
K03653	-0.262260047078545
K03654	0.0531784091564687
K03655	-0.323399864827869
K03656	0.14408750006556
K03657	-0.0669968721969278
K03660	0.343468896671152
K03664	-0.188217211626491
K03665	-0.0909090909090909
K03666	0.144087500065559
K03667	0.00498859489567752
K03668	-0.0766039352681186
K03671	-0.353214312187171
K03673	0
K03674	-0.329903918824872
K03675	0.139047715918367
K03683	0.0610843262112184
K03684	-0.188643514850354
K03685	-0.834886235816031
K03686	-0.205027913073562
K03687	-0.282749142641253
K03688	-0.0242163383055382
K03690	-0.0662243233248768
K03696	-0.0156606831298214
K03697	0.138579065416604
K03698	0
K03699	-0.24881505401511
K03700	0
K03701	0.305819277596238
K03702	-0.539674594340014
K03703	-0.218801544770352
K03704	0
K03705	-0.265307839495123
K03706	0
K03707	0
K03708	-0.0669968721969278
K03709	-0.106356818312937
K03710	0.0889066994245455
K03711	-0.124090619707204
K03713	-0.0377306817526222
K03716	-0.0447473619277303
K03718	-0.000619905720159928
K03719	0
K03720	-0.00300819219268207
K03721	-0.360197870896711
K03723	0
K03724	0.0605453702556421
K03727	0.330060137328143
K03732	0.217287790105804
K03733	0
K03734	-0.0531784091564687
K03735	-0.09331565557829
K03736	-0.09331565557829
K03739	0.0377306817526222
K03740	-0.0531784091564687
K03742	-0.248762581882133
K03743	0.14408750006556
K03744	-0.362889044835912
K03745	-0.0162286203112158
K03746	0.322143835264109
K03747	-0.0663440804743112
K03748	-0.101049879492377
K03749	-0.0183267432441044
K03750	0.0669968721969278
K03752	0.14408750006556
K03753	0.10051788602191
K03756	0.83546258418274
K03764	0.0155126592845608
K03767	0
K03768	-0.439739656763762
K03770	0.150030898430052
K03771	0.14408750006556
K03772	0.000614923204415292
K03773	-0.000351384254729419
K03775	0
K03776	-0.0636677558911523
K03777	0.0169466476573529
K03778	-0.261471415815386
K03779	-0.0665596372412936
K03780	0.00844068537121988
K03781	0.221084978715343
K03783	-0.272727272727273
K03784	-0.120175281353397
K03785	0
K03786	-0.696036232499403
K03787	-0.14408750006556
K03788	-0.211084372262487
K03789	-0.205272651773736
K03790	-0.14408750006556
K03791	-0.0507134824462015
K03795	-0.0673426154638628
K03796	0.00423501949775746
K03797	0
K03798	-0.657888032506991
K03799	0
K03800	0.14389614593966
K03801	0.269990944830393
K03803	-0.415852044102066
K03804	0.207899975567317
K03806	0.150650687777797
K03808	0.146514029535572
K03809	-0.0670689473751651
K03811	-0.020217492848768
K03813	-0.580930234019176
K03814	-0.000526723979543029
K03816	0.0669968721969278
K03817	0.17243268739063
K03820	0
K03821	-0.0642019129285187
K03823	0.14408750006556
K03828	0
K03831	0.071275347083469
K03832	-0.191627793252939
K03833	0.1063154592611
K03834	0.42253487769442
K03835	0.152497918767265
K03837	-0.498443015149282
K03839	-0.592646118821604
K03841	0
K03856	0.14408750006556
K03885	-0.129483834224664
K03890	0.244278244394536
K03891	0.431634077673635
K03892	0.250729746335821
K03923	0.0669968721969278
K03924	0.022585184510985
K03925	0
K03926	-0.0650658722049988
K03928	0.0557128666633253
K03929	-0.130842093793603
K03930	-0.14408750006556
K03969	0.14408750006556
K03972	-0.0581318467680796
K03975	0
K03976	-0.199331370722036
K03977	-0.0669968721969278
K03978	-0.0909090909090909
K03979	-0.5697078673359
K03980	0.122177672837942
K03981	-0.00124065609241535
K04013	0.358477641102313
K04014	0.236502359161701
K04015	-0.0513785101476794
K04016	-0.536439614499701
K04017	-0.0156336629541049
K04018	-0.0640691351980313
K04019	-0.314493783512481
K04023	-0.0510191954721438
K04024	0.253292260028225
K04026	-0.115225482805908
K04028	-0.23740315564385
K04029	0
K04030	-0.259312982871467
K04031	-0.168220331268135
K04032	0.0388553922142559
K04035	0.144742216656044
K04041	0.14408750006556
K04042	0.232994199490105
K04043	0.123057904964973
K04044	-0.000971843477314332
K04045	0
K04047	0
K04061	-0.0461458520190393
K04062	0.14408750006556
K04067	-0.214494184949294
K04068	0.0450870449693101
K04069	-0.272587075926509
K04070	-0.0594635360821139
K04072	-0.0668128956186997
K04074	-0.14408750006556
K04075	-0.430867230711821
K04077	-0.161600688969414
K04078	-0.02345283437341
K04079	-0.114844220634436
K04082	0.14414771680244
K04083	-0.0892167565302412
K04084	0.000792474281918875
K04085	-0.0674965144385905
K04086	-0.0277807941000429
K04087	-0.0418691014227238
K04088	-0.096993219605237
K04094	0
K04095	-0.14408750006556
K04096	-0.288175000131119
K04343	-0.0624188067783865
K04477	-0.0187348792881591
K04486	-0.46284683334054
K04487	-0.229852633850435
K04488	0.333161365443266
K04516	0
K04517	0
K04518	-0.14408750006556
K04561	-0.0663496653942294
K04562	-0.067571079374843
K04564	-0.415717242583689
K04565	0
K04567	0.016415658694711
K04568	-0.0409315759857133
K04574	0.00951284014370205
K04651	-0.00200135419099145
K04652	-0.155711439103558
K04653	-0.0485137916848689
K04654	0.00105770004394562
K04655	-0.176139430657881
K04691	-0.0880302770928174
K04719	0
K04720	-1.87393941107944
K04744	0.156320904933512
K04749	-0.0433582911870674
K04750	0.0811895269166806
K04751	0.139759748540741
K04753	-0.357869964302975
K04754	0.144087500065559
K04755	-0.14408750006556
K04756	-0.0990004550962495
K04758	-0.0667198565746351
K04759	-0.0958252105698924
K04760	0.144087500065559
K04761	0
K04762	0
K04763	-0.00674991045419918
K04764	0.348241049269886
K04765	-0.033884707790187
K04767	-0.0531784091564687
K04770	-0.180204744605924
K04771	0
K04772	0.0873833577639622
K04773	-0.48468089411041
K04774	-0.0312437934886667
K04794	0.16213736481951
K04835	0.000732231690498317
K05020	0.17812141883114
K05286	0.40415728886239
K05337	-0.137445367139221
K05341	-0.0180095191017419
K05342	0.0967380283487012
K05343	-0.017935315336876
K05349	-0.0582238180157443
K05350	-0.0674693750833519
K05352	-0.211084372262487
K05362	-0.0824445996007743
K05363	0
K05364	0.591217148365229
K05365	-0.00850540351711873
K05366	-0.14408750006556
K05367	0.160554555849274
K05501	0.172579270016051
K05515	-0.0179232876925626
K05516	0.123775000016261
K05522	0.38386065323053
K05527	-0.0206090840685591
K05535	0.144087500065559
K05539	-0.328816199244829
K05540	0.000175809804645478
K05548	0.164597591836603
K05565	-0.0713340729098852
K05567	-0.0754054554516263
K05568	-0.0705322010147637
K05569	-0.0673004555757159
K05570	-0.175665532468492
K05571	-0.0657273522397756
K05589	0.144087500065559
K05590	0.487908629132633
K05592	-0.197265909222028
K05593	0.00114661337574873
K05595	0
K05596	0.909727861990096
K05601	-0.00834317581906419
K05602	0.198311901632771
K05606	-0.379533095568533
K05685	0.14408750006556
K05715	0.0020295042428593
K05773	-0.822447047546019
K05776	-0.357345363869883
K05786	0.197929590207806
K05787	-0.0672415313273243
K05788	0.404069126213583
K05791	0
K05794	-0.0173651364023784
K05795	-0.202473471631013
K05801	0.175113408184267
K05803	-0.0167598094282953
K05807	0.000619905720159928
K05808	0
K05809	-0.292431010737978
K05810	-0.144087500065559
K05820	-0.274881950568975
K05823	0
K05824	0.00506750472063576
K05827	0.139836099857915
K05828	0.287216854940033
K05829	0.27686550009961
K05830	0.337071813711647
K05832	0.0329609163077008
K05833	-0.14408750006556
K05837	-1.30766214027138
K05838	0.337446914983129
K05844	-0.196448015941727
K05845	0.0606749691739208
K05846	0.0175131889038542
K05847	-0.0531784091564687
K05851	-0.0352272998220933
K05878	-0.14408750006556
K05879	-0.14408750006556
K05895	-0.314493783512481
K05896	0
K05916	0.278081244459415
K05921	-0.0533288812058491
K05922	-0.290472425864138
K05927	-0.320063898861019
K05934	-0.236142048863708
K05936	-0.180081016095663
K05952	0.144087500065559
K05964	-0.024949453249826
K05966	0.230116476822726
K05970	-0.0667255955142798
K05985	-0.00321866692101803
K05988	0.070969964468382
K05989	0.0947219784612097
K05995	0
K06001	-0.431407556761481
K06013	-0.051241441378072
K06016	-0.133244593248758
K06023	0.178238705605987
K06024	-0.09331565557829
K06039	-0.230130049790108
K06041	-0.52467763173252
K06042	-0.224210727656594
K06044	-0.0126122277094877
K06048	0.127701875011987
K06076	-0.0144383991973113
K06077	0.11222666836615
K06113	0.128850985387813
K06131	-0.265307839495123
K06133	0
K06142	0.701119135452107
K06143	-0.123010729730435
K06147	-0.16223953141432
K06148	0.0377306817526222
K06149	-0.164576935512412
K06153	0
K06158	0
K06159	-0.822887687178288
K06167	-0.183643988748665
K06168	-0.00205210893074679
K06173	-1.15533995236107
K06175	-0.0189503592232072
K06176	0.0871999183755673
K06177	0
K06178	-0.207763838078386
K06179	0.14408750006556
K06180	-0.211084372262487
K06181	-0.0662892415136721
K06182	-0.0660316526116673
K06183	0.0441297115609311
K06186	-0.000438642865816519
K06187	-0.535556661795472
K06188	0.142309132874041
K06189	0.307623258548233
K06190	0.14408750006556
K06191	0.111126583757859
K06192	-0.0669079945519629
K06193	-0.0531784091564687
K06194	0.144087500065559
K06196	-0.199331370722036
K06198	-0.0909090909090909
K06199	0.0754613635052443
K06200	0.629604209069762
K06201	0
K06202	0.295065902287916
K06203	-0.38993347954176
K06204	0.694996099840198
K06205	0.00625880362620021
K06206	-0.4964900709175
K06207	-0.395849961143613
K06209	-0.226521171654539
K06211	-0.26527516957207
K06212	0.157993342549217
K06213	-0.968465022481118
K06215	-0.0824445996007743
K06217	0.211084372262487
K06218	-0.708052888411427
K06221	0.170406283446922
K06223	0
K06281	0.194749371635111
K06282	0.372403400017546
K06286	0.0669968721969278
K06287	0
K06320	0.14408750006556
K06330	-0.604192759420313
K06346	-0.0329609163077008
K06381	0.313120001801998
K06400	-0.00469799849668688
K06409	-0.152116772925871
K06412	-0.228190916642282
K06442	0
K06518	0
K06603	0.174418155885799
K06720	0.0438853629208515
K06726	0.0329609163077008
K06860	0.0466342832081113
K06861	0
K06864	-0.0678489111488096
K06866	0.409216436198287
K06867	-0.177655238234511
K06871	-0.048753421991977
K06872	0.416720798054464
K06877	0.124574360674338
K06878	0
K06879	-0.0502546464264478
K06881	0.0100937556717041
K06885	-0.0111687952532303
K06886	0
K06888	-0.0360976355056444
K06889	-0.151923042702963
K06890	-0.0861393254641695
K06891	0
K06893	-0.0152720672197772
K06895	0.00218674672844185
K06896	-0.14408750006556
K06897	0.427705167220716
K06898	-0.0675316735518162
K06899	-0.363153315061827
K06901	0.135560333337634
K06902	0.14408750006556
K06903	-0.0670603142501401
K06904	-0.0119136803131409
K06905	-0.0646398723938956
K06908	-0.00593762575672036
K06909	0.138704908582929
K06910	0.0669968721969278
K06911	-0.0242831169290586
K06915	-0.14408750006556
K06916	0.413303607623677
K06917	-0.0254869588003098
K06918	-0.237543357020953
K06919	0.14408750006556
K06920	0.0766120327831005
K06921	-0.0838467988414173
K06923	-0.067278183408191
K06925	-0.488208283313524
K06926	-1.09475473822592
K06929	-0.0804111620527332
K06938	-0.0658329403865391
K06940	-0.0999577885046286
K06941	-0.197265909222028
K06942	-0.598402242639918
K06945	-0.0302813108234377
K06948	0.0329609163077008
K06949	-0.456395331399255
K06950	0
K06957	-0.0867778332368529
K06958	0.433233061016872
K06959	-0.570750088993268
K06960	-0.245671396586916
K06962	-0.000998064339733676
K06966	0.25893898065041
K06967	0
K06968	0.68744452093237
K06969	-0.14408750006556
K06972	-0.0151913024820264
K06973	0.141484301608229
K06975	0.163738137252534
K06976	0.22555762582662
K06979	-0.0793835900234731
K06980	0
K06992	-0.0122849430944295
K06994	-0.246999505527539
K06997	0
K06999	0.0441297115609311
K07000	-0.161268436878655
K07001	-0.068215384731506
K07003	0.324556251704381
K07004	-0.00892403431411152
K07005	-0.666011796631901
K07007	-0.111126583757859
K07008	-0.000622232421469446
K07009	0.150475307813086
K07010	-0.098405650926543
K07011	-0.21902944073495
K07012	0.308139319593882
K07014	-0.34715655193222
K07015	0
K07016	0
K07017	-0.0234097835639963
K07018	0.14408750006556
K07019	-0.174419265948735
K07023	-0.148835076319566
K07024	-0.0909090909090909
K07025	0.14408750006556
K07027	-0.0842179009054547
K07029	0
K07030	0
K07032	-1.14047708611485
K07034	0.0541799738305117
K07035	-0.066828359532858
K07037	0.000285271074368154
K07039	-0.0348885754251653
K07040	0.0138184630404542
K07042	0.0958588894565798
K07043	-0.14408750006556
K07045	0.0073930842348902
K07047	0.261848697091977
K07048	-0.0593335574686213
K07052	-0.300329097891225
K07053	-0.14408750006556
K07054	0
K07056	-0.237723385547181
K07058	-0.0909090909090909
K07062	0.391101783073378
K07067	-0.476551854394812
K07071	-0.0611000065990888
K07074	-0.0161480959118475
K07075	-0.190866879413719
K07078	-0.0653424695793923
K07079	0.135786412031777
K07080	-0.0201156291765278
K07082	-0.142257212926198
K07083	-0.0598816852153583
K07084	0.14408750006556
K07085	0.153711047171531
K07088	-0.234044613180231
K07089	-0.0909090909090909
K07090	-0.14408750006556
K07091	-0.41040103362397
K07095	-0.24881505401511
K07097	-0.363529270276924
K07098	1.93969996245559
K07099	-1.06419081594474
K07100	-1.05894597027219
K07101	-0.0664925438931599
K07102	-0.0666783505405423
K07104	-0.14408750006556
K07105	0.14408750006556
K07106	-0.168155770916303
K07107	-0.14408750006556
K07109	-0.303336768674718
K07112	0.0568020134939744
K07113	-0.0668798763471194
K07114	-0.0365951413723315
K07115	0
K07118	-0.0125464528482288
K07121	-0.262781362135164
K07122	0.144087500065559
K07124	-0.290398004106077
K07125	0.108336169785901
K07126	0
K07127	-0.064741765913701
K07128	0.329236794589204
K07131	-0.0145836545021955
K07132	0.155488030519414
K07133	-0.211084372262487
K07137	-1.63145866648096
K07139	-0.165997327293177
K07140	0.0736145826609209
K07141	0.484437971179018
K07146	-0.0909090909090909
K07149	-0.184215596726922
K07150	-0.651981332849255
K07153	0.15259629189713
K07154	-0.0666971503135788
K07156	0.557458816928073
K07160	0.471793640277943
K07164	-0.195872442703685
K07166	-0.0254643562902487
K07171	0.138776892226884
K07172	-0.204390855354863
K07173	-0.10472755394955
K07175	0.144087500065559
K07176	-0.0690623336969358
K07177	0.0239122187121631
K07183	0.634509605266402
K07184	-0.395201592447037
K07186	-0.621425365839702
K07192	0
K07213	-0.00319249700008487
K07214	0.383462031476097
K07215	-0.0681451869349484
K07218	-0.0668785999225004
K07220	0.279285859714767
K07221	0.189942376573809
K07223	0.00150346866122513
K07224	-0.14408750006556
K07226	-0.102305288445839
K07230	0.141689897376249
K07234	0.000262833944929239
K07235	-0.0382589668922984
K07236	-0.153033475425241
K07237	-0.137709392296453
K07238	0
K07240	-0.781780170698422
K07243	-0.14408750006556
K07245	0.113084143898735
K07248	0.427531389986928
K07250	0.172576543073616
K07258	0.283022875153703
K07259	0
K07260	0
K07261	-0.415850661866221
K07262	0
K07265	0.30075385075964
K07266	0.32945506894444
K07268	-0.0554320013227696
K07270	0
K07271	0.0531784091564687
K07272	-0.145055059835226
K07273	-0.14408750006556
K07274	-0.56375142415197
K07275	-0.0658923959079022
K07277	-0.0671591864795182
K07278	0.00088200799540029
K07282	0.0669968721969278
K07284	0
K07285	-0.305509919756844
K07286	-0.409192395139537
K07287	-8.7494395924249e-05
K07288	0.0306979567674736
K07301	-0.131808182570249
K07304	0.485043890405445
K07305	0.135652270073237
K07306	-0.070428904304618
K07307	-0.0664825933927153
K07313	-0.178123455954787
K07316	-0.976587852596409
K07317	-0.917824057136114
K07318	-0.0897752332039158
K07319	0.109690939273946
K07320	0.144087500065559
K07322	0.14408750006556
K07323	0.272639573563439
K07334	-0.061722231170745
K07335	-0.304400027840777
K07340	-0.318889543273068
K07341	-0.14408750006556
K07343	-0.559552670883571
K07344	-1.58076956503964
K07386	-0.0909090909090909
K07387	-0.893542388798723
K07390	0.3745943226288
K07391	-0.138733528333417
K07397	0.266452431920894
K07399	0
K07400	0.247072105820267
K07402	0.165132035897766
K07404	-0.0669968721969278
K07405	-0.325497976347707
K07407	0
K07442	0.34124387059662
K07443	0.0056753402038613
K07444	-0.14408750006556
K07447	-0.457997077290821
K07448	-0.922743022724654
K07452	-0.0305814226184831
K07454	-0.0151335806667984
K07455	0.00785212491607949
K07456	-0.129954513491186
K07457	-0.0228671606359967
K07458	-0.245863033966757
K07460	0
K07461	-0.14408750006556
K07462	-0.258665706568784
K07464	0.0493765750024118
K07467	0.116904703591896
K07468	0.0606548535151965
K07473	0
K07474	-0.00484866532039938
K07478	0.0219098272276177
K07479	-0.0118624196229071
K07480	0.151969364400228
K07481	0.0980002283637521
K07482	-0.0476246922705967
K07483	-0.0664311949120624
K07484	-0.0172210141685479
K07485	0.0168150527086452
K07486	-0.0658382287918083
K07487	-0.144331204743223
K07488	-0.000350679606319333
K07491	0.167900369867697
K07496	0.12312495578376
K07498	0.0261230087011093
K07501	-0.0662260659278922
K07502	0.15990177912484
K07503	0.0528064775876474
K07504	-0.0161385444859774
K07507	0.0987803524032697
K07516	-0.0663399496383228
K07533	0.0999577885046286
K07552	0.907883946549558
K07559	-0.0656088580136081
K07560	-0.265307839495123
K07566	-1.26940877996119
K07568	-0.14408750006556
K07570	0
K07574	-0.0909090909090909
K07584	-0.234304483328298
K07586	0.14408750006556
K07588	-0.424359260490199
K07640	0.0161541692485724
K07641	-0.101355512666851
K07645	-0.0125308287575304
K07648	-0.228370035618592
K07652	0
K07653	-0.0389000936048741
K07654	0.117157131285877
K07662	-0.0528673388610918
K07666	0.199489192917992
K07668	-0.0531784091564687
K07669	-0.0287013155953295
K07670	0.646280862222136
K07674	0.03436774287444
K07684	-0.224556856611472
K07685	-0.525916051629869
K07693	0.259312982871467
K07704	0.689708448901954
K07705	0.642326999261551
K07706	0.147829603253158
K07707	-0.0145050136427378
K07712	-0.0666329008301422
K07713	-0.74133980486331
K07718	-0.09331565557829
K07720	-0.45858128357804
K07722	0.265217088030711
K07724	-0.175174999331351
K07727	0
K07729	-0.110221722482457
K07733	-1.21589536178306
K07734	-0.0656054365445694
K07735	-0.000438642865816519
K07736	-0.0624002738033282
K07738	0.803888293148777
K07741	-0.0659664526957283
K07742	-0.14408750006556
K07751	0.172707321327325
K07768	0.409508303065641
K07773	-0.541300996829647
K07776	0.455891820177814
K07778	-0.188217211626491
K07783	-0.022350999989081
K07787	-0.0671533427179922
K07791	0.144087500065559
K07792	0
K07793	-0.0898918970695732
K07798	-0.0701940583206351
K07812	0.35993038636466
K07816	0.0999577885046286
K07821	-0.00738614974256955
K07862	-0.0909090909090909
K07979	-0.0656686268867626
K08071	0.145303507004712
K08077	-0.167360656236908
K08082	-0.0656768460276835
K08083	-0.0643300840032365
K08092	-0.0682264903099533
K08138	-0.0631468385480554
K08151	-0.0667000462037121
K08152	0.14408750006556
K08153	-0.0863124194026626
K08159	-0.019389761825494
K08166	0
K08167	0.234996590974651
K08191	-0.0103886553838463
K08217	-0.0093108722790095
K08218	0.14408750006556
K08223	-0.582676819228331
K08234	0.341844028170095
K08276	-0.462765169142427
K08281	0.48362110697938
K08289	0.681334577732872
K08296	0.179986773392306
K08301	0
K08303	-0.867650670993317
K08304	-0.00288715869469704
K08305	-0.0192099760590045
