	mean_md	spatial_dist_weighted_mean_md	mean_md_H_T51	mean_md_H_T52	mean_md_H_T53	mean_md_H_T54	mean_md_H_T55	mean_md_H_T61	mean_md_H_T62	mean_md_H_T63	mean_md_H_T64	mean_md_H_T65	mean_md_H_T71	mean_md_H_T72	mean_md_H_T73	mean_md_H_T74	mean_md_H_T75	mean_md_H_T81	mean_md_H_T82	mean_md_H_T83	mean_md_H_T84	mean_md_H_T85
139428.14341.S224	0.728901057948341	0.482309493559821	1.17189518216609	1.47708918079531	1.404582442318	1.35890365563794	1.49562455639304	1.18477275499067	1.10486918555523	1.34582317803712	1.37972659019189	1.47039762194709	1.11707674544878	1.24857784581202	1.26957309543083	1.21735453842977	1.30478455655077	1.2705933497058	1.34997151619178	1.41716109100608	1.28941341934629	1.17400922150511
139428.14341.S225	1.19238081881296	0.845516459659781	1.49325325627257	1.46493307134965	1.52464560999108	1.55762712895941	1.53514922695408	1.76216249137452	1.57589458878809	1.54013177008363	1.5869154168144	1.35503274974084	1.70609488377583	1.73074703017006	1.77544891942919	1.86051373287243	1.70930509757081	1.84066429436703	1.84356741571348	1.79673018931661	1.80624191865562	1.54752679724653
139428.14341.S226	0.608010973277803	0.457847888406856	1.16833402650965	1.4762866694381	1.43748718438464	1.44933553741175	1.60368451481734	1.21281921307186	1.12697136676528	1.41277096545738	1.50401951514954	1.53727474751303	1.17475130954908	1.31605405567968	1.35427581673399	1.31950029891803	1.41550877674554	1.34377075039385	1.44061893528118	1.49089267405438	1.4039377158481	1.26610361354832
139428.14341.S227	1.37589245872902	1.14633673826384	1.53981198163382	1.44199753498127	1.54935821604226	1.56391455728087	1.28072309963817	1.77949933173341	1.6038839404166	1.59045162107745	1.45829584165255	1.1923740631224	1.85618789109591	1.82447853626722	1.83093388506367	1.92275084787261	1.70100311338357	1.93855223166909	1.77125730677631	1.85430604223343	1.75782314798673	1.51802181016616
139428.14341.S228	0.689868203312688	0.60592582665608	1.09844677909372	1.32382025525216	1.30218093281447	1.29724288217811	1.31447546834707	1.18308984032363	1.08756201616938	1.29822250236938	1.26546663348068	1.28739551061736	1.18499435697294	1.28656213298024	1.31315795481012	1.285866142855	1.28618081972327	1.33537400261942	1.40134459631055	1.42500519175994	1.3153208188979	1.0805846042917
139428.14341.S229	1.54742018217359	1.55507373440768	1.72418737644043	1.56154257769842	1.68301378374997	1.70989961635947	1.47010480242641	2.01247427021174	1.79134670654943	1.74490234179246	1.64378524268327	1.33350063009311	2.03379783800737	2.01145419230548	2.01848716326556	2.10006224267498	1.86847704370846	2.14516574540061	1.95395415278044	2.01737659608173	1.95492348693077	1.70387895403867
139428.14341.S23	1.13376368525859	0.780912421981063	1.58205987858229	1.59153626630506	1.62107327179041	1.65389916265861	1.71538279407609	1.8212398245204	1.63952000176022	1.63978638022839	1.71672275118196	1.54030183270374	1.73605662000687	1.75311127436051	1.80512598031901	1.90353105744929	1.81289564558829	1.8843547025588	1.92180952265796	1.83663764448435	1.89153314379508	1.65947998358878
139428.14341.S230	1.37867541339883	1.452812876405	1.37809570388058	1.33804591093556	1.42129471608707	1.4304105673264	1.15964185476306	1.57520192564536	1.42267157251111	1.45040494783024	1.34456356456048	1.10917195733079	1.66584172442146	1.64064988841886	1.65983959198639	1.73833537748023	1.54135476017113	1.74005364462388	1.63939640997498	1.70295281411118	1.59370846684605	1.34338898205698
139428.14341.S231	0.720460130172803	0.493277895532713	1.11244689112962	1.3779070985226	1.35694229071765	1.37222304639301	1.45512905429596	1.19710422024271	1.10117523663211	1.35386106011162	1.39098971427608	1.39686100862772	1.17320161327929	1.30417847815831	1.34160257728322	1.30893040812608	1.3433667179575	1.3500330977833	1.43399845462605	1.45954127520226	1.36982306942766	1.17054979361393
139428.14341.S232	0.983786935582952	0.689058724929804	1.27385952629529	1.30445962113956	1.35142064939097	1.38613785556341	1.33371396401711	1.46727912894647	1.33480709016465	1.38621917663027	1.39285366085181	1.21806651554863	1.45792361040743	1.50970931979424	1.55724519523478	1.6147009454558	1.4937746440679	1.5800967078955	1.62947298124457	1.59647178800589	1.56698552079632	1.26743822806231
139428.14341.S233	0.894452921075653	0.649283777000718	1.29206239106086	1.64390758623376	1.56590767914491	1.5340794677689	1.79082984162294	1.26631920489903	1.21207249082322	1.52479696651902	1.63392727186475	1.74590650487391	1.18220562448911	1.32319837151024	1.36297106048254	1.33642004190522	1.48852694974882	1.32969909404274	1.42554439195607	1.50362614147804	1.39412958662516	1.36936157933851
139428.14341.S234	0.868898567796034	0.679914615009753	1.36565402814274	1.5170630466815	1.49903223484821	1.57527178849963	1.68536401098915	1.51635242438406	1.40327833924813	1.55572591204789	1.63396540550378	1.52656809047388	1.46864391815879	1.51695293308509	1.58450690421681	1.63158037300897	1.63270427225501	1.63200443970036	1.72185167094938	1.67113693191758	1.6876680957195	1.47437990827932
139428.14341.S235	0.967753777187563	0.693967677533174	1.26002914139275	1.57720640463792	1.5007778832431	1.43149610592603	1.5906679457978	1.23903477132471	1.20711029706888	1.41667723324329	1.43877975305273	1.5754848330938	1.15927373949846	1.2825807483338	1.29822816951896	1.25955731624467	1.33878644373809	1.27653452847851	1.36888728697785	1.45285373276806	1.31484260082468	1.25933122154683
139428.14341.S236	1.06368865125654	0.857199960451057	1.57406865378564	1.75089426113194	1.72210259544369	1.78575107328141	1.95270369701776	1.70692613965374	1.60804856136168	1.76203188208623	1.86655450471997	1.79486432423194	1.62207381512578	1.69105602554114	1.72963712567806	1.80660687715866	1.86079322534788	1.80224928256996	1.90245879341637	1.8459089154949	1.88496915758588	1.71742589246967
139428.14341.S237	0.815395290046415	0.648532670674526	1.21101773450955	1.54101358087456	1.4626183975791	1.4258583758933	1.62118807818244	1.2100172244324	1.1386986446192	1.41743016938538	1.49091841106999	1.589616579355	1.13314117159767	1.27382403628753	1.30136946822557	1.23897624650545	1.37673951549341	1.2867386753403	1.37155618236117	1.44334033552593	1.32708281207266	1.25320107578172
139428.14341.S238	0.712645266617518	0.654280701401437	1.25522772622179	1.5039526576086	1.49104019839928	1.54848065026428	1.69685818343586	1.34750426980662	1.25621588096838	1.51917335139228	1.61167507486691	1.57665819352804	1.31429346540008	1.4212010234738	1.47886436170177	1.47506259429068	1.55577285890268	1.48766376227721	1.58933865674789	1.60156345961574	1.56496353361731	1.39547894287335
139428.14341.S239	0.875676070276507	0.819913539158429	1.18372622619676	1.46756873886687	1.40089550222955	1.34364780713084	1.44967219348287	1.18944555225979	1.13144278037791	1.33524505264232	1.32874416538022	1.43351593321266	1.13454544394669	1.25139405501646	1.27125679937039	1.22976586630923	1.27708170473055	1.2702872831235	1.34687393726359	1.41974965631276	1.27741936896056	1.16257099979023
139428.14341.S24	0.973494326047045	0.650839840798023	1.28713524916889	1.3726348919664	1.38850965089565	1.45123205130665	1.48005456387713	1.46484396551826	1.33959382717652	1.43987273435277	1.48366134066985	1.33796899529757	1.44050709063038	1.49279710227806	1.54803295899029	1.59944269994646	1.53140692591663	1.58369285801875	1.65537683298364	1.59666596293245	1.60050287795719	1.33309870352033
139428.14341.S240	0.839848970707784	0.915360619099641	1.32267143633869	1.46360459094451	1.45190431083319	1.52789823588888	1.61779443956353	1.4758050232246	1.36154637304193	1.51006499145058	1.578957472072	1.46346188325538	1.43894340991943	1.49230269790313	1.55603744657529	1.59954071675233	1.57887277744498	1.59805267469033	1.68441205518418	1.63431421148072	1.64314488067183	1.41511083266506
139428.14341.S241	1.17437875221733	0.776190680825043	1.28778794338273	1.53854915037232	1.49295757675354	1.4686281665389	1.48611953446121	1.29591704552436	1.26706528681642	1.40123296468703	1.36426692890796	1.51396327582483	1.30260472653314	1.37983802225719	1.36751669451831	1.31369056054895	1.34696131689864	1.31856122522814	1.40072220069638	1.50429212003984	1.33877494453976	1.27600952478386
139428.14341.S242	0.634485597441934	0.440599848919555	1.21835173020775	1.53509121353796	1.49313256447059	1.51233727152419	1.69627727464992	1.24961942204802	1.17431553433798	1.47733428826012	1.58306338514691	1.61808237498552	1.20345017958747	1.34986059099943	1.39175360293538	1.37249382314232	1.48494082335784	1.36901827850116	1.47749996490775	1.53386456920285	1.45608208012074	1.33859652769574
139428.14341.S243	0.948418141943798	0.719174207119336	1.32483711522587	1.67562868414805	1.59705357213029	1.53843460291337	1.81078841730132	1.28140361444683	1.24639606911077	1.54202484200311	1.6403056946031	1.78117867096749	1.18489177512726	1.33774095997082	1.36929548557383	1.33220279846964	1.47830682327257	1.31851375999423	1.41112876472774	1.49772812733298	1.3829023152178	1.38265996020973
139428.14341.S244	0.677678032284354	0.503864378038351	1.28059357919202	1.6217008063848	1.55902259615252	1.56593372279905	1.7947150097249	1.27989466007026	1.22133544746172	1.53583812528466	1.65570879201167	1.72367759809788	1.20985011289145	1.36460158073936	1.40379957675229	1.39376090162535	1.53261416161652	1.37801413310941	1.47708200375925	1.55338375623416	1.46815743080061	1.39683652492724
139428.14341.S245	0.960580298831588	0.751816889568475	1.30374983459914	1.64339055427715	1.56448346178839	1.48523383253036	1.71750369843379	1.26548557478352	1.23409629560573	1.49163572097971	1.55831288363803	1.70586978106153	1.16459048915192	1.31461893296652	1.335829203807	1.29079027843168	1.40959136451433	1.29155201757618	1.39551747345731	1.46620955737602	1.34747874426771	1.33214047251229
139428.14341.S246	0.785223655913269	0.643764374244071	1.37748968505771	1.74604117149764	1.65911743476682	1.6477877300374	1.93741480531593	1.33304646591985	1.3124048429841	1.62708959238129	1.76141220580414	1.87813336839498	1.2483206768974	1.40265238552893	1.44583888050457	1.44228862889395	1.60269357405025	1.39272733608646	1.5141730321943	1.58388944859282	1.49349702648654	1.48179117014939
139428.14341.S247	1.07527861547305	0.934028092288313	1.41783974373326	1.7902618750439	1.7011361350545	1.66505555406712	1.97420408826869	1.34807392230899	1.34832712354354	1.65399016960203	1.77488586379669	1.93554996906727	1.25405895386782	1.41574109911433	1.45175719126996	1.42896635276163	1.58825600172414	1.37462630082076	1.50255229105449	1.58454841942591	1.45837644827198	1.49669252415301
139428.14341.S248	1.24020315967234	1.19495514335092	1.70706225703719	2.10702776577909	1.98017360436504	1.98549470962709	2.31874847592867	1.53810019935582	1.66670283240821	1.9319438218938	2.04928325233316	2.28411154297292	1.47483314053845	1.65045529537758	1.66977564566189	1.63674489689345	1.81071364906631	1.52823118905804	1.76733025489895	1.81075672656561	1.67481301081274	1.81370634751984
139428.14341.S249	0.819163687031155	0.84618306894218	1.17239743476928	1.25870833508595	1.2892583311496	1.30029376655448	1.20811853952398	1.30715831744889	1.19713304273477	1.31591932944457	1.27934394767688	1.17865722328147	1.34582572701478	1.39151273917913	1.43555447436832	1.46445215206021	1.36742473365049	1.46275499522225	1.50363048746833	1.49077764696478	1.41667290177989	1.08904510325798
139428.14341.S25	0.590835376609429	0.390698241194617	1.14428015765934	1.26436480477294	1.26884915298979	1.26064910393361	1.15669073709514	1.25057389454905	1.13551604921529	1.28372864712295	1.2071562753602	1.17138332757541	1.29932859120201	1.34469407813934	1.37127372573805	1.38502686595644	1.30266267323825	1.40696134042865	1.43573903844132	1.45607142118726	1.33081925638839	1.06012434203671
139428.14341.S250	0.946650634581849	1.0834783445664	1.4727170368492	1.85525400732063	1.75901538446705	1.73433705720494	2.05379229564511	1.38659005133229	1.41704520605257	1.71347469335048	1.83821015196688	2.01516027657415	1.29520185819869	1.4623649551784	1.49675930250169	1.47505089185217	1.63805136500415	1.40498909225379	1.55602306973439	1.63373333931611	1.5056198990403	1.55645520103477
139428.14341.S253	1.05683622880452	0.77576490712809	1.96183549188729	2.29939890801946	2.19532117525932	2.26235009924406	2.56403697790081	1.87443611067999	1.95207700265329	2.20940025087656	2.36991160696391	2.44943972183335	1.82173589107923	1.95928480163356	2.00864381781174	2.07125970731854	2.23363584843264	2.00041887039157	2.17834036886845	2.18272386563776	2.13065055055961	2.13853169405074
139428.14341.S254	0.740308618169293	0.549465181849672	1.81453339616133	2.21535855458846	2.07780834492057	2.14021313676667	2.47424318180635	1.67652152984096	1.79555730334946	2.0763499637816	2.24104282441899	2.39196256501155	1.62818311355201	1.77865383128456	1.82773598302208	1.86401663821194	2.05079352099321	1.76702524979578	1.97313171769784	2.01005932516635	1.90386932223511	1.97845483071792
139428.14341.S255	0.910183785470478	0.620350190470144	1.33178944871913	1.41774141148077	1.4260894644541	1.49209677264231	1.53884648318794	1.51792527138372	1.38663718934728	1.47839663226556	1.53290909501583	1.38296850347111	1.4811791746341	1.52659847613935	1.582420548619	1.64283372637537	1.57910082135585	1.62734834636132	1.69924453641245	1.6317116540441	1.65113807691821	1.39609030483911
139428.14341.S256	0.655666273895565	0.447488192666879	1.59237267650631	1.95333760906229	1.85991335052507	1.90693861702427	2.19460861481302	1.5372767089239	1.55517761557563	1.85791645047546	2.01317881128456	2.09724718667955	1.45855288244968	1.6199530929207	1.6598100186326	1.7098680792839	1.87049303107621	1.64123078359183	1.79563123910854	1.84092979717085	1.76912245452129	1.75568356342479
139428.14341.S257	0.90919585088665	0.712417981439052	1.35004452948258	1.42645154052748	1.43706958986563	1.50087525323306	1.54505426899227	1.54488531504533	1.4083379422381	1.4871056177488	1.54232946099175	1.38474497976792	1.50392985970934	1.54597487151546	1.60050704036777	1.66649232025624	1.59646668867124	1.64857200631884	1.71723975871756	1.64629790161094	1.6704902697403	1.41534805461009
139428.14341.S258	0.914324101646145	0.672559791181614	2.18595582937209	2.45552933352417	2.37092187481542	2.43945821023902	2.71588205050318	2.16705861800541	2.19168615591897	2.39631807291104	2.54992653142632	2.583044005592	2.07944044015131	2.19818480081935	2.24666301118392	2.32346705224602	2.45810243212465	2.2767425720001	2.42664658656893	2.39528554308561	2.39324991300379	2.35346703788005
139428.14341.S259	1.10216805803035	1.00520699012235	1.71670406731845	1.62784636486574	1.6983315598317	1.72036715834968	1.72177292099683	1.99746696572429	1.77139939806832	1.71409249247685	1.77576553716714	1.55729301101947	1.90384978884733	1.91933337839975	1.96425297258772	2.05520446281112	1.90620733876059	2.06225277019539	2.02430333154334	1.96957699727607	1.99780147234034	1.76452064331591
139428.14341.S26	0.897765667907682	0.636137995907819	1.10208870540975	1.31700061304365	1.29338733101692	1.28126859585015	1.28373644318867	1.18452673283126	1.08604179448818	1.2872310841709	1.23995614074966	1.26505358210269	1.19016238458975	1.28393442651879	1.30621472812459	1.28154599713265	1.27588102716111	1.33169713063889	1.39202350089188	1.41956862936882	1.30099716188116	1.06435872301094
139428.14341.S260	0.926133226618708	0.744361179209116	2.04662595340529	2.2822469161497	2.21611562495043	2.28082162647566	2.52875687376387	2.07752515660354	2.05970205758791	2.24443635122054	2.38801158175599	2.38786793750153	1.97688957988648	2.08712874712861	2.1337481706473	2.21523939530634	2.32645397293367	2.18102240386151	2.3095721896264	2.26830988331709	2.28725808034355	2.20858377229561
139428.14341.S261	1.01291183589257	1.09035624356299	1.95628692042844	1.89431966474054	1.93412938376018	1.95523523943255	2.02447350525934	2.20268086601897	1.98760824396612	1.94896181926333	2.0384868049922	1.87128202967364	2.07237407671504	2.09447071156893	2.13353042808943	2.23742504261704	2.15153051806383	2.26523837517705	2.22684480424624	2.13852827800889	2.22437274433834	2.00812909663767
139428.14341.S262	1.76771286759971	1.72744504222108	2.19589553936572	2.16123307061887	2.17870880517375	2.21010981126787	2.31588974339998	2.41236177154566	2.2230449455113	2.20767437211477	2.30620049134696	2.1677380369444	2.25348097739824	2.29741100497833	2.32855750277643	2.43806829768365	2.39683911919452	2.48175960621728	2.44519399941202	2.35273185958104	2.45406481657097	2.25156053023147
139428.14341.S263	1.00320370265123	0.77612464273396	1.79273723978034	2.1396134363906	2.04048609191934	2.10170925780922	2.396325620856	1.71726599813083	1.77527794783455	2.04984828002386	2.20839653669037	2.28647725529228	1.65771614602665	1.80476040648475	1.8520302240853	1.91060980941107	2.0715121150294	1.83955885950322	2.00938957635457	2.02918013029972	1.96931373062424	1.96772244547906
139428.14341.S264	1.01629966453641	0.733831805530623	2.381150055047	2.75062766078825	2.61308306924307	2.68902047159493	3.03255714019736	2.23384193169431	2.37253222750435	2.62483031059556	2.78932999674859	2.93023059671905	2.18740647322011	2.31293231785526	2.36527603842809	2.41438289049624	2.60566945848055	2.32611750287429	2.55545979346218	2.54801767536485	2.47761967368081	2.55687842538769
139428.14341.S265	1.258862506813	1.00079395219618	1.80266248190826	2.18929269468207	2.06406241109138	2.12471439243528	2.44823985937725	1.6847046498284	1.78120388103859	2.06426724652202	2.22921003831003	2.3576229843245	1.63017511139128	1.78089593561827	1.82940280672231	1.87425876928541	2.05464472172412	1.78497412515209	1.97799141350326	2.01246453336517	1.91528273672192	1.97007191158841
139428.14341.S266	0.785702528517117	0.603423254993875	1.72616605205402	2.13647173816186	1.99607493146064	2.05264698943379	2.38792714337263	1.59555775354831	1.70758367096928	1.98888456181312	2.15303038007138	2.31463154541297	1.53753978699915	1.69588207153308	1.74538294290423	1.77064195899151	1.9565281063639	1.67104680444056	1.87239958816089	1.92022024978507	1.81344460811857	1.88248611516049
139428.14341.S267	1.03506423269159	0.811533081224109	2.2094259878721	2.44658194504533	2.37317854853573	2.43969934067592	2.699440239378	2.22376007825814	2.22019678456763	2.40175205433612	2.55019723555123	2.56074683590709	2.12163558199472	2.23359037449427	2.2804428100496	2.36254741982938	2.48069349219929	2.32761662926938	2.45939110310728	2.41585640892416	2.43306282287404	2.36910518725696
139428.14341.S268	0.815285160564503	0.606126886946509	2.0491810098916	2.33007739024782	2.24704747250671	2.31435924121231	2.58804730331333	2.02886200542719	2.05334931057488	2.27062198155883	2.42303212457797	2.45665889879869	1.94776713625066	2.06969284235493	2.11855887060868	2.19274009184213	2.32855128919282	2.14244760524367	2.2945568170497	2.27167883605499	2.262593395715	2.22070747242245
139428.14341.S269	0.855054556124581	0.657119661298359	1.88684286861528	1.90692587432422	1.91719889462217	1.94942186215342	2.0687908721789	2.09360021591628	1.92108806298461	1.93762679306623	2.03527615765626	1.90809470812965	1.959442543639	2.00739266331039	2.04540826056124	2.15057552989428	2.11571532409791	2.1615041177468	2.18018402080379	2.06610137608114	2.17123361594921	1.97264205246529
139428.14341.S27	0.539975148561761	0.439462630586289	1.27002924653932	1.27684398813098	1.33839738131606	1.34444085111239	1.16098092974579	1.43964511907703	1.31128267643729	1.36587709625715	1.29835737637574	1.12168706500642	1.50773347470203	1.50761719939918	1.54815411048036	1.60907942263339	1.44683361171196	1.59608902820046	1.57629524936045	1.59736711554495	1.50641062946661	1.21969148259096
139428.14341.S270	1.29355701874458	1.10973970844662	1.72212975133107	1.80741425230147	1.79962030644501	1.84439597790237	1.98520334195619	1.9018507313573	1.76040178029917	1.82957992394626	1.92370165305622	1.82017593576829	1.79045290981173	1.84393403523922	1.88407476380555	1.98066998929198	1.97680023276832	1.97939275986738	2.04006349802703	1.93872729376271	2.02340107481835	1.83292857182812
139428.14341.S271	1.17569147557925	1.12684779891479	2.12450421612168	2.02042368721388	2.06737685696874	2.08781123933961	2.14327725392307	2.38005564437908	2.15318975296457	2.09188927022602	2.17405686482716	1.99952466390032	2.24360113173341	2.25219911036358	2.28910466290594	2.39170813036348	2.29755609204517	2.44649301810627	2.3609661507908	2.29449020238757	2.37569012225704	2.15144228063493
139428.14341.S272	0.819461892202649	0.875257078069503	1.49116814646812	1.76844086707368	1.72350938753822	1.78495979118078	1.99211374045616	1.56569562553717	1.50986462809957	1.75055715592788	1.87365367810397	1.85706199578972	1.49340574336491	1.59383194392867	1.65745276094542	1.70336925879283	1.80841958233177	1.66645622593008	1.79906452962069	1.8004074938217	1.79002041059122	1.66989818010204
139428.14341.S273	0.968822295211126	0.755362423672415	1.86014159456023	2.19183487239764	2.09645247756573	2.16063193435071	2.45058591267544	1.79059652902865	1.8495966521645	2.11044722893636	2.26762208611889	2.33407701164817	1.73412177653812	1.87402344478071	1.92264157230097	1.98547177967376	2.14110289158123	1.91864609712376	2.08675228783188	2.094929843365	2.04806257759497	2.03689040299851
139428.14341.S274	0.707602566949987	0.523926391551193	1.97360137462742	2.32920270834803	2.21463646385553	2.28228895690566	2.59633270826369	1.86693604150712	1.96066477093136	2.22556918156368	2.3887343244705	2.48870488050804	1.81663688879199	1.95650436233518	2.00600891507391	2.06411907903586	2.23610167643105	1.98550845734476	2.17508177512289	2.18557733889131	2.11723492353002	2.14948172833497
139428.14341.S275	0.88315876462356	0.702861605586459	1.58190306539444	1.90415962372801	1.83322607282771	1.88851694995437	2.14289805394413	1.5782413544612	1.56704298417091	1.84558177692754	1.98903279605983	2.02581738884621	1.49614071644628	1.64245222789488	1.69191384001463	1.74359331403899	1.88228939278172	1.69004882640585	1.83357448730607	1.85851562605523	1.81807679244505	1.75697647787953
139428.14341.S276	0.823129934499939	0.647756206630588	1.81071834821325	2.22252592426409	2.073097997387	2.13758452966366	2.47911048731428	1.65523320367331	1.79377502954834	2.07193532352732	2.23296992301752	2.40576286340599	1.61281401145428	1.76494844433074	1.81185766665951	1.83753086032387	2.02838197613983	1.73384260842483	1.95262597533158	1.99106862842787	1.88239096269278	1.96948018907541
139428.14341.S277	1.00563466850926	0.844257222123175	1.89078266105454	2.2281512376757	2.12807187496147	2.1930879285086	2.48928384689908	1.80877742450762	1.87942257289847	2.14130112006001	2.30033135154425	2.37479878917847	1.7567259711417	1.89695474496266	1.94567763725075	2.00779968568744	2.16752997485081	1.93818242188147	2.11115498844175	2.11983337687415	2.06801772891549	2.06737724646703
139428.14341.S278	0.721167184099297	0.565384833050613	1.44760457606436	1.79087534142802	1.71935442109048	1.75818437632432	2.01404461981581	1.43394065035372	1.40581445517222	1.71682148348985	1.85815249559971	1.91594554775932	1.34939913594376	1.51264346113098	1.55368527403384	1.58904330369015	1.73467539566522	1.5401580756275	1.67105054187131	1.72368909537782	1.66052296065593	1.60520069488782
139428.14341.S279	0.888533824540109	0.707030569137715	1.98322274347332	2.00983085420943	2.01400952236297	2.04969125225197	2.18042288886249	2.17882172718843	2.01445773197956	2.03836435573322	2.14112076868612	2.02276339284048	2.03083294001522	2.0907830896537	2.12669955131536	2.23276618364952	2.21227723240368	2.24952904063139	2.26559217185029	2.15651901862409	2.26090519348163	2.0703667855155
139428.14341.S28	0.906423521330321	0.766106672861113	1.42681117373825	1.37572734137009	1.46313054123003	1.48066452967592	1.3045786291406	1.66882673418294	1.51070173115274	1.49877695674675	1.4247025303384	1.18286096477314	1.7104499926698	1.71113243826996	1.73115869809812	1.81663282315919	1.61761293038286	1.80938812743756	1.73657545594907	1.76344819303506	1.70079723661316	1.43034256700608
139428.14341.S280	0.711073734085832	0.652244489760178	1.60005876597577	1.90400912496444	1.83997020506146	1.89888121146884	2.14184589081889	1.61873241539523	1.59824909350068	1.85835838944563	1.99750857505217	2.01638721647764	1.53925922204725	1.66920331392753	1.72285415798172	1.7772003266115	1.90578649024479	1.7275639118037	1.86963292120928	1.88152130833256	1.85561563394454	1.77811429532509
139428.14341.S281	0.736875752057221	0.725131968679746	1.68653525064164	1.90335811064179	1.86063216730505	1.92321641360331	2.12600085763945	1.78029682454356	1.71233718419458	1.89345348072446	2.01573616030562	1.97664285777596	1.68768523466479	1.77752284554935	1.82410947209992	1.89874202678826	1.98259454621562	1.87571245124021	1.99273754417046	1.95108829077697	1.97854389177664	1.84766262890419
139428.14341.S282	0.707266773628386	0.735877816538716	1.51041802894448	1.87989969168102	1.78664078723243	1.82052434298214	2.10970452427365	1.45777963047505	1.46471562776494	1.77479627911334	1.92816799916537	2.02368038816078	1.37581864884105	1.53839363094774	1.57907169196065	1.61563458594298	1.77794869794171	1.54801401650214	1.69369703620468	1.75323002875309	1.67297277619037	1.6592383849107
139428.14341.S283	0.767349529969586	0.533669289232932	1.69096884046708	1.94938249551217	1.89469375050479	1.95769828167001	2.18363421974319	1.74721720380466	1.70736745372743	1.92234659691521	2.05486840482443	2.04355396544014	1.66112082751845	1.76723842822703	1.81902720574934	1.88626173677304	1.99370058617801	1.84785668281126	1.98153336409319	1.96132235081434	1.96660424411499	1.86387354902301
139428.14341.S284	0.774468847862206	0.567779873285113	1.64695435586318	2.05318417374458	1.9233505856483	1.96944674576029	2.29788683682412	1.53874223599332	1.62356530062304	1.90809137182521	2.07431792197246	2.22532060586283	1.46803010459149	1.62854621512981	1.68089843637545	1.70467147613167	1.88562459327427	1.60980765861894	1.79379169929174	1.8511504343517	1.74755470391139	1.79705602308634
139428.14341.S285	0.829440176155242	0.56815292736409	1.43586014388871	1.51541660036104	1.51580123245714	1.57802717844173	1.65555675575632	1.63382574407799	1.49070828569735	1.56344338313816	1.63328429568602	1.48571909903096	1.57271195949653	1.60755683801637	1.65886587145338	1.73930610538194	1.68634722787838	1.72566169678565	1.79436268097148	1.71627218078632	1.75743813061605	1.52303855675204
139428.14341.S286	0.711316397835574	0.479155097132608	1.7997234428875	2.09751857282429	2.0214508721027	2.08493352475517	2.34726505168434	1.7900593738742	1.80011407975555	2.04174045638328	2.18941282101214	2.21911782744913	1.71389808662595	1.84195997018597	1.89207828512683	1.95859316296874	2.09344068022811	1.90510984105159	2.05571929246423	2.05122973941508	2.03099116149842	1.97642646765682
139428.14341.S287	0.873222612371707	0.607496812004221	2.0514346815417	2.19635863518066	2.15936126083067	2.21509939377416	2.41500084565432	2.16197933302794	2.07565459618647	2.19145189320036	2.31735608701867	2.26262918481373	2.02920303058075	2.12096371340071	2.16102625996862	2.25576796751253	2.31553982342188	2.24986781769469	2.33023404035563	2.25478043517507	2.3189607380084	2.18429053858261
139428.14341.S288	0.855575397496847	0.661308322501282	2.02018534995946	2.42282632968508	2.27347292960021	2.34503699676601	2.69147911421969	1.84971367417176	2.00521922827228	2.2775115669677	2.43862769252501	2.60819059771311	1.81722764061977	1.95212401565798	2.00165007690829	2.03789868247362	2.23423690116338	1.93572549061176	2.1713671043021	2.19055223928683	2.08503105062692	2.18821092259602
139428.14341.S289	0.771210533206088	0.707807628143502	1.50096933830227	1.6020756848372	1.5916877484575	1.65274401316655	1.76454249315533	1.68381649530176	1.54758745678972	1.63768913611669	1.71777512844885	1.59590808069703	1.60903832265302	1.64957650024968	1.69903993379719	1.78000889805152	1.75970645820413	1.77364425549126	1.84851304490526	1.76739735415012	1.81958620476199	1.60607697014655
139428.14341.S29	0.717611405381596	0.742378821024029	1.39668705574544	1.36368989742848	1.43826555169369	1.46063576785034	1.3476923704004	1.63992201296163	1.47932589157852	1.46760129775235	1.43874738334892	1.20636279764615	1.64619408083472	1.66502280731393	1.697589325239	1.77643155944422	1.5974384175206	1.75188639014041	1.73136682798847	1.72729640636499	1.68798323093446	1.40862616911657
139428.14341.S290	0.799000418194475	0.650513708677626	2.08593092914388	2.46552086752082	2.33110881782355	2.40279680115289	2.73851023795231	1.94318747693615	2.07288585681177	2.33945112078076	2.50405430906669	2.64118038458881	1.90050000703579	2.03547871592061	2.08653603449483	2.1354694779532	2.32307924975839	2.04441851577078	2.26167755863122	2.27223431112722	2.18322433299396	2.26013987251761
139428.14341.S291	0.873074461521375	0.966686882172194	1.69254089863037	1.69257291198501	1.71989423200812	1.74526947488376	1.82714990936231	1.92714812602521	1.73825054334673	1.73020758962049	1.81875546994655	1.65848452741852	1.82382069015759	1.84804200046586	1.89398640459792	1.9956090782309	1.91799234105315	1.98665863345504	2.01291609037672	1.91553140786248	1.99050920915551	1.77040598371699
139428.14341.S292	1.28340690441267	1.20236274921736	1.29557702229921	1.63743485654391	1.55898193405358	1.4861242503346	1.7351356799721	1.26021141181278	1.22046056658148	1.49623543106603	1.57634667464407	1.7150024946665	1.16208383477022	1.3126926842198	1.33872671579036	1.29415178234055	1.42675041657128	1.29659695453292	1.3931913089624	1.4705650237728	1.35292330862112	1.33531751174496
