	mean_md	spatial_dist_weighted_mean_md	mean_md_H_T51	mean_md_H_T52	mean_md_H_T53	mean_md_H_T54	mean_md_H_T55	mean_md_H_T61	mean_md_H_T62	mean_md_H_T63	mean_md_H_T64	mean_md_H_T65	mean_md_H_T71	mean_md_H_T72	mean_md_H_T73	mean_md_H_T74	mean_md_H_T75	mean_md_H_T81	mean_md_H_T82	mean_md_H_T83	mean_md_H_T84	mean_md_H_T85
V1_24_11_T2	1.830492094626	1.10515210484886	1.16481295806698	1.30992815649354	1.95845484703636	1.59853998768307	1.58107028089334	1.81604731582899	1.47790478468367	1.7341092105715	1.75167928601273	2.03630376797863	1.59752445072966	1.55002187243795	1.71141606626041	1.59217056648436	1.46761340964306	1.31628401266666	1.76274515592221	1.85269977439793	1.72838224680178	1.61194068869329
V1_24_12_T1	1.73511549663867	1.10305019100246	1.97179068967809	1.75361547944723	1.23344586480401	1.844789952033	1.76007207859637	1.75824662283116	2.05346109163862	1.71324461844279	1.59967412599574	1.36363188152549	2.55946863108659	2.25347042878317	2.35526210062027	2.47725581698142	2.10705930221322	2.67473984041823	2.25043274532593	2.08761923865352	2.3341961752709	2.12026960205978
V1_24_12_T2	1.63859887137818	1.06679511788997	1.65818722305025	1.54242942990925	0.992828275907705	1.5447127734855	1.58816643582662	1.31648937256775	1.6604778252897	1.2954909019624	1.17080878925178	1.2168599661734	2.12423020396175	1.81594330072778	1.88927058118779	2.07998086905489	1.7673126645035	2.25935936324042	1.88169092816951	1.70721721378387	1.9182563414117	1.73365450922766
V1_24_13_T1	1.90563109577135	1.36489335938843	2.22631193933243	2.02148699380725	1.41425890835244	2.05515488425743	1.98556345971964	1.946391462085	2.26815528101633	1.88419259745802	1.78044721380017	1.55955087624977	2.7673220145771	2.46082221000151	2.54231049250698	2.67926835424533	2.32377190976732	2.91124584421143	2.4461470681014	2.27796606725588	2.53138046591665	2.32396385990501
V1_24_13_T2	1.73273062955272	1.26887801688354	1.76616750424487	1.61552316845323	1.03539093399585	1.634450380878	1.6516629676511	1.45204624600721	1.78858710527782	1.41543439883998	1.2900626083758	1.26318506503015	2.26509001154307	1.94747488630922	2.03571927646215	2.20760176245987	1.87318240906188	2.39900475447781	2.00207272052492	1.81882393053722	2.04906312109252	1.84935010780992
V1_24_14_T1	2.23677252213713	1.86582458239186	2.13953923571439	1.9820854265612	1.74186884688008	2.0615449167409	1.85898642295956	2.20236971822825	2.34130977630373	2.17499317203282	2.08227243596684	1.63970707991666	2.88270966807434	2.63240002582302	2.75566345791393	2.78318167004275	2.45128165454736	2.92515086824519	2.51301463923746	2.42502803018473	2.68502607776052	2.48056034433035
V1_24_14_T2	2.15732120102472	1.81477622670487	1.67043927774982	1.66063467206029	2.09729208091267	1.89767128119562	1.57903673276112	2.2290996112678	1.99147397515047	2.20630030424415	2.18893702066737	1.77197058591802	2.4569109539598	2.37421325151936	2.51212875010436	2.44739856184494	2.22285069680089	2.34497841882828	2.32211483838536	2.33067806885431	2.43294986714805	2.26219574521632
V1_24_15_T1	1.50856809661832	1.4650266813225	1.40782450752417	1.34573033868497	1.09392736193805	1.46068857148174	1.3615885346969	1.37350229886513	1.56860310726228	1.39865884974502	1.29742114844608	1.21099388870221	2.04286564253428	1.79673396021231	1.91457829312564	2.00534484718546	1.68235952621707	2.09496468958078	1.82734438508876	1.7335749531024	1.88898780526985	1.69709139346625
V1_24_15_T2	2.1255930459081	2.20324026559141	2.13765069708259	1.92290571364618	1.37595124476977	1.98911712227055	1.88327916120369	1.91452251648996	2.21212297165344	1.86070349944169	1.75335139406244	1.48117904085412	2.72196468789836	2.41748723882517	2.51264834690744	2.63272962137641	2.26304804337057	2.84587889722001	2.39576652713632	2.23531519267546	2.49018872906547	2.27792100895353
V1_24_21_T1	1.06073516951687	0.727304448708004	1.28552410754485	1.46981223964818	1.21930286217947	1.39073927941791	1.56964239681492	0.843202227357597	1.07237863351061	1.04364235818178	1.00355622467074	1.5539656983516	1.10808162618063	1.10026203668497	1.11905923950365	1.26238147886146	1.12552414182136	1.27021688919419	1.26497389047532	1.1775042585785	1.23599377459028	1.17435193712376
V1_24_21_T2	1.83850734776695	1.28578431403136	1.78576193548494	1.962919239475	1.50271392554211	1.78193906856763	2.06034389045488	1.09603836001793	1.46226869194702	1.31058487190319	1.31973069479803	1.86225634826908	1.29441580605949	1.41978098043743	1.27235003862539	1.3483390825374	1.53067534888197	1.67323457011302	1.46613994017427	1.43400445846442	1.32893739407713	1.57457052025706
V1_24_22_T1	1.09672849805835	0.834868760630086	1.60756547032132	1.78165882804104	1.21852643893025	1.61422013566702	1.82878028050631	0.928526244095228	1.29981763066709	1.09410726845787	1.0855183399932	1.59323639171416	1.39671442096713	1.37751765763424	1.26110330717891	1.41410998114939	1.45050312948943	1.64954292745667	1.42624593802142	1.35347738884622	1.34719478801675	1.49699919904159
V1_24_22_T2	1.82871795054824	1.33881936701004	1.77798433751841	1.94558471864914	1.39758632458849	1.76261936069894	2.01036008978448	1.07322441314587	1.43783340561729	1.24789835969499	1.23893406086459	1.75612800530105	1.4285311035954	1.48034024200801	1.33134498444892	1.44566644640048	1.57321203872449	1.76269273133355	1.50869647859953	1.46397919659758	1.38062184196448	1.61271251154532
V1_24_23_T1	1.07311797636394	0.823056238989758	1.31343282188331	1.41002636962573	0.944670923677599	1.35772341682821	1.4412183842179	0.864792420817151	1.19391132415941	0.933610501315327	0.881576120070116	1.25182540461927	1.53902088066704	1.31584595470477	1.31612086595419	1.56749938972716	1.34666251000015	1.6684416492754	1.41532133621986	1.31360876546007	1.46347119642148	1.36056569135993
V1_24_23_T2	1.56120342011752	1.04049408425527	1.52210531342876	1.43963737830391	0.947994643476572	1.4737891405512	1.48720483533536	1.23780068150395	1.55694880226274	1.22655659438868	1.1117549764907	1.16201881583444	2.01943893727739	1.71933241173103	1.80452363886432	1.98591915377913	1.66927534821247	2.13518897800066	1.78890209903313	1.63464330913517	1.82759568877808	1.64747595495601
V1_24_24_T1	1.27720743939893	1.11403076998599	1.19400470763487	1.21311345368893	0.977452201976799	1.31381770723579	1.28940891234882	1.08111725626889	1.26893743138397	1.13153155949035	1.04424343183729	1.20650306119162	1.68578034381067	1.4630923680855	1.56415428994957	1.71039987531045	1.38406455960572	1.74681055360271	1.54642950149482	1.47985654714553	1.61432783158091	1.42700992976676
V1_24_24_T2	1.61772755555651	1.27398724232466	1.60305001303649	1.48389834903713	0.974882922401523	1.53100753585562	1.53161465160219	1.33298116845493	1.65063395052002	1.31528671967348	1.18094811458526	1.18801209024239	2.12424889159096	1.81890178006116	1.91097317418838	2.07874154736637	1.75002372086082	2.2401460725456	1.87738352314193	1.71503640076093	1.92099807340623	1.72694223196388
V1_24_25_T1	1.72522845219241	1.71936538436703	1.9001749552973	1.69857903936352	1.21887913029757	1.79853089220834	1.69880480357025	1.73310186190999	2.00729573352803	1.70124924618508	1.58435315378095	1.31684809798803	2.51736332843485	2.21961507302089	2.32819834984002	2.43484401318551	2.06696662109496	2.61724359076009	2.21015508780547	2.0595461151598	2.2983352830771	2.08475309320514
V1_24_25_T2	2.17673772907056	2.12449214984519	1.65895571408278	1.6566588737135	2.16386088486628	1.92392313594224	1.58883397526138	2.25980334700795	1.99699150283301	2.23605511728561	2.2271399326157	1.82238100157918	2.4327894546756	2.36904922436266	2.5070341298084	2.43172163676294	2.22185415210184	2.30302564969767	2.33579816147393	2.34303675789588	2.42874194430618	2.26202347854409
V1_24_31_T1	1.53433100441492	1.14280840008861	2.10482504043205	2.2740040452301	1.99483691186556	2.10418991546887	2.43060801434901	1.54531099403263	1.78616947007624	1.74778605459283	1.76110413201865	2.32681313557295	1.34104571133425	1.60172554672023	1.45693018539546	1.51375142481011	1.72883793922996	1.78457866401716	1.68911255598109	1.67094795159993	1.45154115119545	1.78413073764985
V1_24_31_T2	1.99281429254153	1.42103630664074	1.97133972950565	2.13946087843205	1.82041262279814	1.96480774178159	2.2874845036628	1.37383450698358	1.6552597745999	1.58767809907608	1.59833838643479	2.15826275899406	1.26331190549657	1.49605235124891	1.35622748119391	1.42833913243111	1.62167606198395	1.71147494905773	1.57184531135225	1.55635522409646	1.37160952514491	1.67986652804322
V1_24_32_T1	1.3144888305597	1.05331189900053	1.94110282396295	2.10363067014017	1.74776377206449	1.92887716742769	2.24536393954103	1.30959584931877	1.62074160002789	1.52593977571752	1.53593707483836	2.09154058679554	1.28497727194521	1.48049836201155	1.33262354308084	1.411755770192	1.61008641833656	1.72089801447215	1.54406372070414	1.53454934672817	1.3664957955683	1.66558541444322
V1_24_32_T2	2.16439265304912	1.62462164285033	2.00274618611338	2.18602685684942	2.30253871221871	2.12011557531177	2.37701796676511	1.91543663863631	1.8040588003242	1.99954327866807	2.02807850929704	2.59008037372428	1.4518618935222	1.51725160429791	1.62448948821113	1.66148458082169	1.65900952444823	1.38756798265942	1.83468715215938	1.8044154534094	1.71276141927464	1.69759182869831
V1_24_33_T1	1.35949984749543	1.10020770257575	2.01110174261518	2.1675188549911	1.77688384847904	1.98925389111057	2.30201799496819	1.35372633597351	1.6800245084262	1.5623935151629	1.57189302858714	2.12308998304634	1.36607738175184	1.56002458668289	1.37633472775078	1.46389250036708	1.68355523869282	1.81118714872643	1.60782151372478	1.59977914502089	1.42753209863521	1.73344437186308
V1_24_33_T2	2.13806694146332	1.6699041038156	2.14900792758146	2.31060218627334	1.97921781092955	2.13162819571901	2.45891975288242	1.54113577092756	1.81947866891321	1.74439398594045	1.75669998217658	2.31780978172699	1.40839650712345	1.65403255580705	1.47314340431511	1.54901491046032	1.77274687217386	1.86950957386072	1.70984103115896	1.70959913920692	1.49678532256156	1.83656122900029
V1_24_34_T1	1.0192067436133	0.918182359916097	1.26103054861652	1.42658707042553	1.09914531045716	1.34641241661607	1.50138366652817	0.783920474341146	1.06945789746673	0.963437956814228	0.923601095029395	1.43349812659542	1.21605132234038	1.12880608762268	1.13670197659689	1.31081563040773	1.14998687496202	1.34803022964045	1.2738810657589	1.18790099922867	1.26741485845382	1.20177609012879
V1_24_34_T2	1.92809981613544	1.59163891200787	1.23760755725493	1.35398501292813	2.08907815298491	1.69753521035648	1.64790600008971	1.93466291268797	1.5705529892684	1.85511864655584	1.89369669591539	2.11966125100718	1.71543676284404	1.6889978980607	1.84095242348619	1.68572124951324	1.59745880470946	1.42389150906482	1.88300769064069	1.97450787920462	1.82832176237123	1.72249664893277
V1_24_35_T1	1.1875018544517	1.2439313474041	1.12589095296795	1.18463300995188	0.985262915912804	1.27162722961133	1.29163772433698	0.967444102912046	1.11251292200654	1.02673498975372	0.978175403425525	1.2646498548274	1.47700148579263	1.29436522470161	1.37526829328341	1.54479854344174	1.21477525851141	1.54485426393009	1.40766126302154	1.35552867686703	1.47350714129098	1.28987340553669
V1_24_35_T2	1.42045597687876	1.39367411253969	1.07085322391226	1.15624663128096	1.1005882557846	1.26369497515063	1.30893229050861	1.00530006096088	1.02653504679423	1.04671446777582	1.02494009757102	1.37248352068481	1.33175368051842	1.22065239333286	1.29380655248618	1.44543132703295	1.12232777228009	1.38331194867985	1.3580821626032	1.32489298906193	1.40997148137786	1.22518292715224
V1_24_41_T1	1.30233693982111	0.876601124525324	1.36563393630594	1.53868690687233	1.50179127992689	1.50504902119744	1.69822375074345	1.14571705337581	1.18436922355095	1.27806400492681	1.26943906096609	1.811475884111	1.05355797473405	1.10692871631409	1.18921000115863	1.27267307300621	1.12838387076409	1.14452600168203	1.33440308903541	1.27079820189342	1.28738110621768	1.19221230225588
V1_24_41_T2	2.38210529118405	1.64253799100529	2.11122284295378	2.29077264660428	2.65341800256898	2.27795113724437	2.48310369174245	2.33895012153622	2.07479404091492	2.32716560186908	2.37802863304835	2.88673240069613	1.71693903203689	1.77726438069487	1.90024521282304	1.92492596063058	1.84708367237398	1.29999014500831	2.10514280813002	2.12394707115396	2.03615138819255	1.89385966768287
V1_24_42_T1	1.30295501454782	0.950757455110325	1.92473303487507	2.0884620576642	1.73316579538721	1.91390986537329	2.2295757491858	1.29408834478968	1.60587924698894	1.51168265272203	1.52152203694656	2.07709932402066	1.27504816476368	1.46812506595814	1.3232615497519	1.40168000949865	1.59652050145122	1.70650372377974	1.53122405682153	1.52084783359711	1.35758761551994	1.65189164119605
V1_24_42_T2	2.1746576851533	1.51926412914769	1.81545294412053	1.98786270425202	2.41267663921141	2.00939339246318	2.17437317471605	2.15367707507003	1.84946266511593	2.10228554731044	2.15302813186917	2.63087042896493	1.56905920283517	1.62300996184331	1.75108170425378	1.74437838458294	1.60411649063365	1.15045973506469	1.89812380097533	1.96846359244412	1.86912770837711	1.71683390960922
V1_24_43_T1	1.07797967230015	0.732874916004387	1.47929169547041	1.61406952670771	1.07169960113869	1.47687321234399	1.62626182768697	0.864249259790104	1.26392655367692	0.981182684018408	0.933569739917184	1.38875260423896	1.52316861410143	1.37639765316652	1.28018409959185	1.53786853787822	1.43122171797399	1.70248785974312	1.45011912963696	1.33497861919431	1.44143501469482	1.45585391630076
V1_24_43_T2	1.57183680330474	1.10771122350076	1.54751877047199	1.49310131654857	0.956459771226297	1.46952491055354	1.52578950763018	1.17574845202007	1.5243970436344	1.17925286648172	1.06526207451922	1.18127446580017	1.97158871511282	1.6759619516718	1.73167585501863	1.9434794495045	1.65360228083029	2.10667980372102	1.75216962815387	1.58617229111537	1.78884717147454	1.62762200151937
V1_24_44_T1	1.20269338887569	0.944157315350832	1.65668000748675	1.85342322783586	1.57142031895851	1.70806458093328	1.98741124239489	1.1174984045206	1.383221006627	1.34544422527429	1.34521729898721	1.90398171562769	1.12108555783335	1.26200921321329	1.21299433543128	1.28387766952274	1.37619546529423	1.44155017106843	1.39233389115889	1.32777024247719	1.23904972339256	1.41510883631817
V1_24_44_T2	1.88381516651907	1.56694061092667	1.22626688103155	1.2657277215191	1.95345710070933	1.63684364955129	1.45753007905767	1.89184092317541	1.5902601137753	1.85672627095317	1.87537100590346	1.84833546779654	1.8526573279105	1.85798950618321	1.98741078147931	1.90684588523723	1.74259769497787	1.68696184390378	1.96628831146669	2.00984682566388	1.93509917932635	1.80090841828594
V1_24_45_T1	1.43070188330117	1.3490749492885	1.60074407253412	1.77493288611631	1.73101818027871	1.70999879800588	1.95205740848248	1.32644668805758	1.37197987402715	1.47700358690716	1.47998266922472	2.03189391218738	1.11682716040194	1.21628425347083	1.27090551210073	1.32580035587004	1.30033145513488	1.25273250201775	1.44112924118763	1.38945974500447	1.33967261548282	1.30839223267177
V1_24_45_T2	1.43123762635765	1.39517769550482	1.19931089383892	1.29824100579531	0.957719316357034	1.2948965443647	1.36235026900552	0.84868090609655	1.1023860786783	0.930170807696952	0.894014790674006	1.2699026806068	1.42407399776732	1.22501361680361	1.27127797545724	1.48635307383841	1.22445066894389	1.52868416479373	1.35133641090415	1.27193256464455	1.4045958124103	1.24898808751064
V1_5_11_T1	0.870350428847471	0.610014638281643	1.60478479269906	1.80852644004924	1.50782473633953	1.66368055775083	1.93272862698641	1.05580366249488	1.33803968103627	1.2891461440186	1.28603071315038	1.84517201755292	1.11923611950763	1.2388047579554	1.19242899069652	1.27092632178368	1.34586934534029	1.41986289686552	1.36666227203216	1.29350451114701	1.23103824564943	1.38520784189052
V1_5_11_T2	1.37903570313573	1.02233850369515	1.39231464723426	1.47474663256157	2.28017145020892	1.86228058744893	1.75031571378478	2.11271187338278	1.75620447822348	2.0713672748942	2.11595038147414	2.23335369923538	1.9223756989943	1.9225671591559	2.06493982924429	1.9038614400349	1.82044819542333	1.63543334760122	2.08456947554135	2.16810297183649	2.02318575183343	1.92360211845616
V1_5_12_T1	0.902806804018365	0.683324413864383	1.49750001447507	1.66628639420378	1.56234107011555	1.60301215588236	1.83412255537817	1.15087696779419	1.26528280660559	1.32698887871521	1.31896053985538	1.87280650612273	1.06055418865944	1.15583840972795	1.19725230143343	1.26678969900235	1.22944213991318	1.24380466674951	1.35898772703729	1.28856934471204	1.26846567704298	1.25158592195292
V1_5_12_T2	1.35369361630166	0.984734025399967	1.25623027994123	1.29694774340759	2.05128865995573	1.6912197256307	1.53389488142233	1.94407144178734	1.62045329336534	1.90775270681651	1.93563424193585	1.9684576300768	1.84250724246668	1.85767515578079	1.98826195433228	1.88457676419028	1.74909096820773	1.64885576255794	1.9888438251849	2.04766087318065	1.94803661649033	1.82055530416663
V1_5_13_T1	1.38497821646325	1.04921375400618	1.18070618105429	1.33067706448816	1.56695133677684	1.44230282861243	1.53902108769918	1.40006806708349	1.22109287769857	1.38821548739968	1.39722684498767	1.83504933138359	1.22114291052018	1.20843830380981	1.34929207470586	1.37270236622051	1.13030006183971	1.09893232543547	1.43847273399105	1.45727739091575	1.44127252971316	1.28856037811698
V1_5_13_T2	1.24507747107457	0.985677734500406	1.45106462587244	1.6115000256078	2.10879784921401	1.75232911694427	1.84017475491139	1.93446051567604	1.58522029462274	1.85300038252495	1.88231732337187	2.30404917230172	1.50069233753443	1.47601426880106	1.64341669567899	1.56598927007954	1.38916147176838	1.10263188812077	1.71870936596739	1.83632593839975	1.70802429152619	1.60595305284733
V1_5_14_T1	1.06484427398062	0.947155141860542	1.21889812233923	1.37839689625802	1.08979026035083	1.31445808627013	1.45986850778875	0.802192598340127	1.04746662390482	0.961611561509224	0.922585829784302	1.41791428121395	1.21325888433929	1.12068861135252	1.14067013393096	1.32211088469205	1.12795065641208	1.33896159477318	1.27059385786658	1.19284895960208	1.2781737931692	1.17807871576269
V1_5_14_T2	1.3253077427141	1.19539348170666	1.57732656332807	1.7430213442883	2.20710159082891	1.82148880043638	1.9514468301487	1.99874523127451	1.66861182494976	1.91992343325569	1.96305934412247	2.41495522896863	1.48584997064524	1.50645715336262	1.66517759550007	1.60723613425566	1.41753466297788	1.09127042413988	1.77008618460963	1.86310779427205	1.74184868319016	1.62083311174149
V1_5_15_T1	0.917924962418941	0.984142172523602	1.53361236976769	1.73408115929712	1.31285213518561	1.57679498770339	1.80965578221461	0.909500198177585	1.25442709660767	1.13719533916099	1.1286756987535	1.67374787063194	1.19010733009759	1.23694827222636	1.17161131336826	1.28251814942812	1.32513238227162	1.43998743401797	1.33250054555377	1.2428186709774	1.23821773973186	1.37565758180562
V1_5_15_T2	1.45688230740875	1.54399571478192	1.73389127933938	1.90469591167692	2.33592997693265	1.94179479847855	2.08885862429316	2.0910722184355	1.78160540650713	2.03168916413377	2.08065627879632	2.55356952699646	1.52554099579898	1.57413311522974	1.71104629395719	1.68995708602671	1.53323023852894	1.12304018707946	1.84696961291125	1.92053349405582	1.81562181434263	1.671266187753
V1_5_21_T1	0.919438004909166	0.603341705990556	1.65214105746579	1.84714720424901	1.43839212218	1.67335682246842	1.94544709291856	1.00595164038403	1.35696682219551	1.24481481147525	1.24632053820733	1.79499077323595	1.20013755768635	1.29818546139222	1.20417940871265	1.29362748448486	1.40607897535174	1.51618173947579	1.37917291586865	1.32007306548978	1.25731229347583	1.45657723624947
V1_5_21_T2	1.35615467345354	1.01809122129663	1.36450178105845	1.44502916397162	2.24631391697222	1.83337317019034	1.72271859460062	2.07896346029615	1.72630709559682	2.0390006652751	2.08244345425688	2.20242078724737	1.89791964932499	1.89718858019819	2.03927729381301	1.88189977855276	1.79548484650001	1.61767927720919	2.05964909326176	2.14225383929546	1.99782698455655	1.897589950793
V1_5_22_T1	1.21661451336079	0.827524408708616	1.85558869559099	2.03621295115575	2.07717435188881	1.96415081568954	2.22330578838888	1.67719585257921	1.61641777910683	1.79185774386865	1.81090644227083	2.37249984634017	1.30296718955914	1.39577855215613	1.46766260659868	1.51043078779303	1.51575985119151	1.34397943392824	1.66638120259426	1.63056479796229	1.54210189142521	1.54792331112751
V1_5_22_T2	1.26572561500418	0.974558376768209	1.28687426441337	1.39351563467249	2.15439157265614	1.75123271162102	1.68616486428434	1.99337553280213	1.62129453642947	1.92190020536015	1.96619723785985	2.16442176763807	1.7748749463609	1.75775891318895	1.90629834321842	1.74493105658717	1.6623422887617	1.47957060758091	1.94357509995803	2.03437721544531	1.88050099190534	1.78311571964507
V1_5_23_T1	1.21674600704327	0.854668789410781	1.07841710449065	1.21232214874841	1.23156632524542	1.29311311213612	1.38424761831002	1.05222667965904	1.03029858602221	1.08576796015386	1.08702262535316	1.51515094050066	1.18909817462598	1.14711990247516	1.22194258302111	1.35285857307045	1.07014983358268	1.23354266911608	1.31290058946423	1.29194372025387	1.35074338617387	1.17030541629586
V1_5_23_T2	1.24944262189112	0.968376405006706	1.28514157890524	1.40519157100863	2.14218199832248	1.74083967281129	1.69607444833326	1.9803111425426	1.61000148943098	1.89625411804779	1.94301279386075	2.17672011273394	1.73641092297992	1.71197588409418	1.86463903245829	1.70087647569631	1.61846339698905	1.42550705089278	1.90808210758633	2.00462244482511	1.84983356585295	1.75293934307482
V1_5_24_T1	1.44513826338321	1.14780339736567	1.39382234126076	1.47500531150793	0.958388061569252	1.40144146315159	1.49078141751236	0.914379670640804	1.26307955690362	0.973924392988505	0.89447121680216	1.24866803725642	1.63010911387923	1.39958871677999	1.37479971299886	1.64142317288145	1.43140579840752	1.77439627668668	1.47950883626393	1.37292235140108	1.5265715103062	1.43732880663546
V1_5_24_T2	1.2001527058333	1.01354767936877	1.15707849316409	1.27292162285263	1.95826611635571	1.59907477264135	1.55559450922525	1.82378537761993	1.48613133212902	1.74405407508996	1.7652047646906	2.00177016493477	1.64302292574307	1.60732945284269	1.75990435120182	1.64433462687248	1.52052478180626	1.38712430497135	1.80351425542558	1.88456602326631	1.76335572341533	1.64073811592868
V1_5_25_T1	2.90842959326884	2.87110921827546	1.74883497266467	1.74856734511747	2.31626059987631	2.03807376656254	1.69043200529993	2.38680905989154	2.10028727224525	2.36174373612281	2.36003767033829	1.95945797543477	2.51271559374057	2.46252775361155	2.60184063395956	2.51200815736122	2.31710611442443	2.36051318716089	2.43362927113067	2.44365533663671	2.52212841625442	2.35797484423836
V1_5_25_T2	1.66271593466575	1.67717868249204	1.40813786579189	1.42867691125595	2.04272430120759	1.75485947169113	1.47147472975461	2.05817082557681	1.77382023831275	2.03330544717343	2.038825772081	1.79872546666469	2.1302367453904	2.10432960660052	2.23827804379887	2.15970872443718	1.97198187581375	1.98604670499524	2.14366872176019	2.16467713244944	2.17151018725402	2.01630844054615
V1_5_31_T1	1.94066798620157	1.28238330448527	1.67092042565922	1.83731078990944	2.31256442629503	1.9081403557783	2.03907244943283	2.09050818736021	1.75793756447951	2.01033394377296	2.06445021325953	2.51374636677209	1.53761520768395	1.58012749271501	1.7246341065366	1.6728991943352	1.50682897915823	1.13363307918721	1.84601835483942	1.93287784274731	1.8083892258284	1.67624580417306
V1_5_31_T2	1.44167755738007	0.984071724636807	1.28573909283065	1.32145920753322	2.03600735069768	1.69916039325605	1.4945783873771	1.96856077724926	1.65373039830849	1.93901485571288	1.95956652089186	1.90163731988498	1.91695101714533	1.93364045481246	2.06443913880614	1.97228994654171	1.81643911687309	1.75249374894593	2.03419926162817	2.07919110204639	2.00861066092342	1.86674230645277
V1_5_32_T1	1.1215264238888	0.767019522294522	1.44537468733972	1.61843927211346	1.70998476804362	1.60880798224171	1.80203627011738	1.38822709809572	1.31042255963325	1.46550042427331	1.4728950121283	2.00658169643789	1.13368529057058	1.15929680544232	1.29371177326019	1.34600558197288	1.18570836293672	1.11019253903985	1.43912885153808	1.40362178724264	1.39091321917065	1.27939399703759
V1_5_32_T2	1.51674259922431	1.00147473704753	1.25789404819928	1.41048076358481	1.05976448885203	1.33769379741539	1.47636627062782	0.776120546881135	1.07802163786142	0.942475475987747	0.904224210985845	1.38983698956681	1.26827876961565	1.14367267381243	1.15544980549904	1.35022699284129	1.17311277382798	1.39551803523989	1.28590793909622	1.20209474179955	1.29040757553809	1.21977083581614
V1_5_33_T1	0.962167049885081	0.630041298000013	1.75463169318804	1.93687985381302	1.52174929513471	1.7597530550622	2.04571643110929	1.09349727583544	1.4437400380775	1.32106859645543	1.328315490704	1.87699281494906	1.2390272774978	1.37134924815242	1.23888351518064	1.32065287507688	1.48509013802012	1.60624092618729	1.43161234422024	1.39772381892089	1.29679141070637	1.53496927432924
V1_5_33_T2	1.93532059081063	1.3918606666531	1.58976354646055	1.70729845172187	1.12449417668666	1.55672650932871	1.71277917609817	0.949739743329473	1.35842360794974	1.0459128961784	0.995503119499723	1.42899041838984	1.62180586004265	1.48009505340937	1.35798573771884	1.62138682036682	1.53424221566021	1.82851033610348	1.53812765103853	1.4261076843029	1.51886038443909	1.55183342448046
V1_5_34_T1	1.35556606053694	1.03826085573036	2.42289786015796	2.58492402199005	2.28086955710416	2.40376079863887	2.73862975736606	1.84348208171847	2.08630497947108	2.03231211831367	2.04765246018441	2.61683332868415	1.64508004088489	1.89226466689444	1.71806503636819	1.75113389971109	2.02716527927418	2.07473126734233	1.97424745687767	1.95433365981253	1.71938486209694	2.07651620395723
V1_5_34_T2	2.02828693304489	1.66587104646194	1.9126694049991	2.07517671171614	1.59495444932717	1.88969886912393	2.17334282820949	1.21143057870261	1.57504283537701	1.40784628426048	1.41250059580637	1.94877057120957	1.39659118123553	1.53445969969694	1.35620716331088	1.4267050965974	1.64571619325191	1.80654039037725	1.56770922282436	1.54244158914299	1.41466198331082	1.68042953036139
V1_5_35_T1	1.10711883064661	0.964777390706888	2.11528483483155	2.2770064588252	1.94277188387524	2.09848946381878	2.42465596450354	1.50438759708274	1.78711107056115	1.70962995214595	1.72158878041643	2.28185728291264	1.38254827806526	1.62509335527306	1.44897510226611	1.5254635265434	1.74164086959828	1.84420656768649	1.68198015056554	1.68042727314068	1.47246214648827	1.80774556504422
V1_5_35_T2	1.51244268157846	1.49728181648043	1.2745789221206	1.43699145672471	1.08513582100797	1.35337243493661	1.50581571230821	0.774235460521683	1.08098211677943	0.954811204170685	0.915884945670571	1.42004091425444	1.24064875785486	1.14070734594623	1.14330499652386	1.32655310982508	1.16635325204998	1.37325910289404	1.28083841859686	1.19314314407868	1.27378626077611	1.2195615704618
V1_5_41_T1	1.01989300121707	0.675689027322298	1.4923613533105	1.67925719408855	1.17420631511219	1.52891442127662	1.73588874690989	0.847536397777986	1.2169926836256	1.0443717900187	1.02704227905598	1.55840325088816	1.28706270165585	1.2652218197082	1.18689419515893	1.33942971908301	1.32848949890127	1.49427863821653	1.34524692609199	1.25522270983275	1.2807953265935	1.38530058888039
V1_5_41_T2	1.2351196020134	0.809740699439402	1.43958427162562	1.60117706084351	2.08182945413139	1.73310031884119	1.82705917377429	1.90363770761191	1.56312878689965	1.82574210519447	1.85070478773327	2.28316239961763	1.47214149236919	1.44769460182973	1.61894872702431	1.54835550064191	1.36386740990297	1.08315342735171	1.69573595863012	1.80642399768529	1.68698709615436	1.58041045137108
V1_5_42_T1	1.12967612487298	0.823823326219541	2.14780478443965	2.30912285820987	1.97560098860023	2.12993382725985	2.45704025291498	1.53803669915558	1.81799299183547	1.74139152116395	1.75360731949543	2.31442976138866	1.4090512181374	1.65364182120041	1.47245092027481	1.54851221841113	1.77209239761143	1.87053041189696	1.70812421314723	1.70867948848855	1.49655957324553	1.83606550517242
V1_5_42_T2	1.77371840250075	1.15440411291812	1.60481731404684	1.79985159055414	1.2988968740843	1.62928556452502	1.86941398443945	0.942432484236378	1.30119814042902	1.14899530141364	1.14441713871795	1.67865214864887	1.278463312185	1.31722922218498	1.2166352898493	1.33012717054777	1.40721381381386	1.55669594648788	1.37254615298462	1.31415138775053	1.27752695832256	1.45906782781141
V1_5_43_T1	0.934680786809287	0.764445234788166	1.81501363246581	1.99534338269814	1.67748484691877	1.82483296355091	2.13485008306495	1.22588843034123	1.51476283325831	1.45045275591651	1.45785736496011	2.01598542057868	1.19195416819181	1.37398666871522	1.27241914801477	1.34354319775274	1.49616378495406	1.58240925210853	1.46877882189811	1.4268843012933	1.29687259796656	1.55085482509185
