	mean_md	spatial_dist_weighted_mean_md	mean_md_H_T51	mean_md_H_T52	mean_md_H_T53	mean_md_H_T54	mean_md_H_T55	mean_md_H_T61	mean_md_H_T62	mean_md_H_T63	mean_md_H_T64	mean_md_H_T65	mean_md_H_T71	mean_md_H_T72	mean_md_H_T73	mean_md_H_T74	mean_md_H_T75	mean_md_H_T81	mean_md_H_T82	mean_md_H_T83	mean_md_H_T84	mean_md_H_T85
V1_10_31_T1	1.44804768367567	1.03333970367634	1.22301572757551	1.36822142027906	1.04696016530579	1.31375314647768	1.43717530886469	0.792609224937727	1.06148773085977	0.939616039289639	0.9016468446836	1.37195073931101	1.27211009983376	1.14317972489041	1.16353742342661	1.3610590839631	1.15786241266685	1.39240471787799	1.28470967803109	1.20665361099759	1.30236717778212	1.19978735741786
V1_10_31_T2	0.980248825442142	0.74772047681723	1.58236712847728	1.72441813959482	2.38184814162657	1.94973254456491	1.97355931984672	2.19336164880616	1.81279040759144	2.10810673141681	2.15911301180047	2.4785672237622	1.77655990461814	1.77276133135254	1.92169555116709	1.76855798250314	1.6752376452324	1.37103665412241	1.99668475022106	2.10377949509902	1.94044023112401	1.85321281174589
V1_10_32_T1	0.956382262167014	0.664735465660643	1.45041767874379	1.38537600605655	0.940908561990541	1.44203427555664	1.4354670208103	1.21227863270349	1.51036388736144	1.21700156042581	1.10222062558311	1.15092878700507	1.97155830183854	1.67926645170178	1.77310284859877	1.94399930035919	1.62367285740759	2.07456529698848	1.74883536811452	1.61123231324508	1.79670533892983	1.60967960044357
V1_10_32_T2	0.899915307882661	0.743441563409498	1.4961466563225	1.65013140245445	2.22682774420995	1.83033880197455	1.89018471258175	2.04568662068665	1.6795636151975	1.95793166557059	1.99921177956378	2.37678714245074	1.61653629163645	1.59970117974985	1.75910666459393	1.64339383721635	1.50097847963107	1.2114497662026	1.83280578774507	1.9504696596372	1.79957096988683	1.7079551298068
V1_10_33_T1	1.8174036491079	1.34028706578695	1.23411322185256	1.27398064581752	1.97638544699531	1.64969461867995	1.47240370691072	1.90533972777739	1.5981246067228	1.87024480101813	1.89081216450915	1.87376986683791	1.85182968473947	1.86116092049026	1.99062544975753	1.90542337409436	1.74713252560748	1.68197958466607	1.97363881653308	2.02022912687359	1.94110568982959	1.80657353700623
V1_10_33_T2	1.77861174322058	1.14900236558071	1.50226131406498	1.70076984139692	1.40930713704652	1.5740427307587	1.8152845638404	0.968982740148619	1.24182949581561	1.19805037403517	1.18460396175735	1.74828624506843	1.09947872146293	1.18033915468631	1.15870444018575	1.25183710510642	1.26827114543879	1.35081018406925	1.32278428479376	1.23070312242849	1.21998141198028	1.30394320493311
V1_10_34_T1	1.05139143476955	0.902726239331426	1.36873409357858	1.37813887444282	0.90633397236583	1.3803256371414	1.4113390207663	1.04044796988545	1.3555074937865	1.0719002622602	0.976809025661816	1.16270857619023	1.78231315233841	1.49644230378914	1.56562609062925	1.779653792841	1.49148042654695	1.89841709417418	1.59262235525032	1.46990322801297	1.64654112432783	1.48803434178784
V1_10_34_T2	1.01222816226987	1.01941778888071	1.69238937328772	1.85965679130109	2.32841317923876	1.92315580141375	2.05784500388273	2.10109080435659	1.77210082776697	2.0248920920529	2.07847836077662	2.53190358142943	1.54221614581512	1.58715680506399	1.72844175373778	1.68407469821883	1.52105626123575	1.13553013908425	1.85472030882375	1.93849719959952	1.81783119766232	1.68271018812134
V1_10_35_T1	0.993529939634146	0.98685298478668	1.44059466607279	1.38064732772515	1.21411610975046	1.50872896881067	1.38459864915559	1.49944649110777	1.63748011426438	1.51662806156677	1.4277439326169	1.26716246542467	2.11776486578799	1.89255783962281	2.016015728018	2.07055281477496	1.7604303192783	2.1486658291501	1.9002673164412	1.82204389794474	1.96225072655295	1.78572838410486
V1_10_35_T2	1.03139129571734	1.17912754539735	1.73306225827085	1.89957294145425	2.38365350290461	1.96695985013223	2.09922858751107	2.15391254145742	1.81921017281873	2.07652212217752	2.13323942937242	2.57945330468387	1.58660683807738	1.63296065749008	1.7675077318871	1.72396412427409	1.57092916468965	1.16665896120769	1.90074718631122	1.98301701595593	1.86273661218976	1.72580022792503
V1_10_41_T1	1.43445634006805	1.00066868408473	1.28411619249054	1.41982480777463	1.02071558003656	1.34975687629298	1.47365960033777	0.778332950108107	1.11164726639226	0.925932467999866	0.887369659625091	1.34350200542673	1.3499112440769	1.19178971432812	1.188034854259	1.40986740912835	1.23212782812364	1.47807776212991	1.31276914583785	1.22819263208057	1.33045989392404	1.26796740132354
V1_10_41_T2	1.07043124862042	0.762947681165394	1.70638396561526	1.84524035069085	2.51964416954292	2.0678234312907	2.08762190263253	2.32242666948627	1.93673742394667	2.24039278783664	2.2968421319778	2.6012109372246	1.87978474792722	1.88959536788459	2.03074160077793	1.88629142473021	1.80037778314754	1.46255906006635	2.11539486521239	2.21359958049625	2.05728074201919	1.96060412488939
V1_10_42_T1	1.05407940138404	0.690927435197896	1.68552524684895	1.56439688093695	1.00417717232348	1.56296340245151	1.60675824094818	1.34241717820154	1.68751352020678	1.31799646877943	1.19252935211215	1.22926218620416	2.15284607065098	1.84248346357813	1.91688764044981	2.10589078618273	1.79094767640272	2.28978588034354	1.90666843284439	1.72974821320255	1.94447842713704	1.75688657854309
V1_10_42_T2	1.08971863599457	0.699422396777401	1.82400632107858	1.98071509923576	2.55865704345991	2.10879104282978	2.19875275923083	2.33687130291683	1.97037157265585	2.25474356214359	2.31583187951319	2.703143914411	1.78821407487042	1.82432736007809	1.94916309414842	1.87590901134981	1.75856535261042	1.34281159188723	2.08242334341289	2.15953865219925	2.0346988600857	1.90971352222092
V1_10_43_T1	1.96043251107378	1.39049237675001	2.11857667294561	2.07710094926953	2.46487168100381	2.30827421068598	1.94647364445036	2.6580770280407	2.44735843709916	2.62939851064783	2.60441502513467	2.10548281315466	2.93606234955262	2.82987697004282	2.97203888292918	2.89881864736016	2.66462057810321	2.81957056459195	2.68657254180914	2.73435682227602	2.88216596586489	2.70053244988316
V1_10_43_T2	2.05404463304599	1.5195960458482	1.72996019067192	1.91590312791514	1.51334507720336	1.74072456547283	2.02564569558106	1.07969138929153	1.42471312093761	1.31116023530805	1.31686141678245	1.86711301084356	1.21916795227026	1.34742734656782	1.22939951219711	1.3106980059069	1.46097082224298	1.57406019583634	1.41457051718497	1.3758836825823	1.28212339794877	1.5121250256106
V1_10_44_T1	1.76527457397687	1.4427563013429	1.71320332836136	1.70634228898077	2.19945135763539	1.96623725857349	1.61924017014327	2.30750416605985	2.04698879322974	2.28346116105331	2.27254149510622	1.85048348680657	2.49375845250508	2.42458942462452	2.56329634598314	2.48764160765736	2.2750871675977	2.36504170385676	2.37820167085256	2.38731259992756	2.48307502516582	2.31461897515149
V1_10_44_T2	2.14631700996814	1.93652729387117	1.65874487997768	1.82821116816448	1.25892389935712	1.65540103495747	1.87583087891821	0.969476832387576	1.34381818907092	1.12912984162366	1.12224459756809	1.62438876459964	1.42702042619114	1.4182189677156	1.29072699946281	1.43911591369295	1.49549348216922	1.69955084533648	1.45838525662301	1.391895535182	1.36883253558143	1.53841792956953
V1_10_45_T1	1.16542498724325	1.16461436782722	2.03196629815458	1.83186359026117	1.24275772661477	1.87552102380375	1.83091723628412	1.74826649415593	2.07314404105766	1.68711158089716	1.58170330597656	1.41530007230364	2.56696968677601	2.25315606062603	2.3425409803496	2.48810656270748	2.12752006973607	2.70438008704134	2.26576232857604	2.08835579183816	2.33733333097684	2.12612286288787
V1_10_45_T2	2.09435977196951	2.24836136339089	1.57960902299653	1.74815548370769	1.18435012057134	1.58540432077778	1.78758325678247	0.906887258734294	1.29204558336742	1.06610172828784	1.05015900514072	1.54888836472174	1.42343303536807	1.37677578238229	1.26295726401969	1.44028212560215	1.44463957248971	1.65775046295212	1.43182541117969	1.34864739749296	1.36657926434631	1.48794455923657
V1_14_11_T1	0.855091267707094	0.580322037144166	1.5348428620593	1.71865487263419	1.18082371280136	1.56058246294194	1.77154317177848	0.875333767303482	1.24651630206708	1.06156073361857	1.04830584956288	1.57139771477442	1.32536363630689	1.30552968004029	1.21157017802554	1.36300886744187	1.37190075533203	1.55152880835644	1.37166025669133	1.29014622749733	1.30180093150732	1.42713004144488
V1_14_11_T2	0.931680587499414	0.604383553438505	1.8854753579757	1.78773363457723	1.15249721318485	1.70423092014684	1.79311452432215	1.43762037419706	1.81601363673829	1.40435617472131	1.28035031255875	1.37383716103406	2.2572807539479	1.96532049342206	1.99362027897714	2.20431025088027	1.93042291031619	2.43366278380707	2.01799936646111	1.84202522073099	2.04892572993295	1.89413579188859
V1_14_12_T1	0.841269409452634	0.588223889304803	1.49078688426184	1.6850885442496	1.21860277970579	1.53492268802596	1.75061115237209	0.858889491047459	1.21577315649812	1.07061620434331	1.05492879625957	1.59593385595035	1.23499491060867	1.23899839188186	1.17146229624518	1.30650815488248	1.31008167976482	1.45447894868446	1.3281737004954	1.233874377557	1.25483977141443	1.3649424918073
V1_14_12_T2	0.947198844860776	0.642728224061245	1.91133368419876	1.82367799228764	1.17992436381959	1.72918744874172	1.8235686771641	1.44243604010095	1.82619333571257	1.41054239073735	1.28725974037504	1.40082725987342	2.25888610408193	1.97567789621825	1.99102940024385	2.2063906076268	1.9463511197693	2.44323650600908	2.02525728789831	1.85249826709145	2.05275604892921	1.91107690739914
V1_14_13_T1	0.96619023887202	0.716070920752158	1.92126793377821	2.08503547626405	1.7283176614692	1.91042841774315	2.22569534767281	1.28949812250579	1.60251870731157	1.5073495004596	1.51722557230894	2.07256136572063	1.27486229248709	1.46681460851538	1.3214249375265	1.39992743495799	1.59417346562122	1.70494985255272	1.53011237829307	1.51837810892092	1.3570029149126	1.64948936888347
V1_14_13_T2	0.933467882572146	0.669868311928624	1.86616416010679	1.76088480972224	1.13258706522625	1.68693411115202	1.77075025940326	1.43467185642355	1.80866194192413	1.40051843601339	1.27683839164896	1.35456500748842	2.25580791376045	1.95771972513427	1.99572542562889	2.20248907544189	1.91867467311	2.42626382056097	2.01264786435983	1.83445901140385	2.04590132422852	1.88200114943374
V1_14_14_T1	0.961984504885403	0.773012567136705	1.59121200202765	1.7369721206592	1.16017178030184	1.57688814982801	1.75774562613915	0.923587679690048	1.33285855157877	1.05710904798942	1.0246463672761	1.49208700405436	1.5318673761431	1.43641698993641	1.31450888425031	1.53807827173348	1.49880382369311	1.75382105626759	1.49199353408453	1.39287047185823	1.44838198734651	1.52854795839201
V1_14_14_T2	1.95639922311801	1.67384966243729	1.45488317747007	1.46176010469787	1.91154659283346	1.72863857441825	1.45409059259831	2.01101363287927	1.79082945455374	1.98902363707307	1.97573478360087	1.66795211799469	2.21357532344251	2.14127539277197	2.27607419523386	2.22219112629616	1.99843824743069	2.10697534219424	2.13705488830053	2.1417288310053	2.20781532049032	2.04206682837675
V1_14_15_T1	1.93977478991712	1.93352326081226	2.03990216431673	1.88570038777958	1.24481999654369	1.85446539396348	1.88569897113096	1.65478733810117	2.01678145132926	1.597923143686	1.48818635063554	1.45290304927738	2.48229607022979	2.1724490104854	2.23265808341107	2.41302806907556	2.09341197761177	2.64949407496498	2.20822279986194	2.0249062524719	2.25673753470167	2.06235115682134
V1_14_15_T2	1.33720961709649	1.35058823043396	2.28178436620336	2.09691299966063	1.45478487726149	2.09194141385697	2.06614690596598	1.93651351730151	2.28413120597325	1.87270781362589	1.76971406579411	1.62294564333002	2.76538386510817	2.46215721549915	2.5245202039058	2.68090495845316	2.34914372857041	2.93156071059832	2.45844553017335	2.28475503452996	2.52875349459994	2.33195307422654
V1_14_21_T1	0.907291881368201	0.596988325333858	1.52951958659989	1.69221230335348	1.13824058113479	1.53819592236929	1.72312991991215	0.87458592483341	1.27171826408579	1.0260052768932	0.999886583972039	1.48787966974085	1.44670437827609	1.36397233425159	1.25705854496296	1.46501050324541	1.42649251809899	1.65564830736048	1.42897811388938	1.33348645185999	1.38396166514607	1.46498956210489
V1_14_21_T2	0.942636812284514	0.609222046542656	1.71858579073832	1.67934854150311	1.06900880840891	1.57284809318331	1.67996843547689	1.23575716246139	1.61575773383639	1.2295911093303	1.11169552284281	1.29070036628714	2.04060630549406	1.76889461519455	1.76890242316717	2.0050955258781	1.76314908988788	2.21421452451526	1.83068566667959	1.67001649959455	1.85687647000974	1.73449480178173
V1_14_22_T1	1.52439398580405	0.995672052237553	1.65950779363307	1.59150497555635	1.01185265170495	1.52781676470609	1.61351264061287	1.24107762872095	1.60779496862367	1.23440139450932	1.11403276377989	1.23586840415924	2.05253720601967	1.75921031812636	1.79753082682309	2.01587998027123	1.73744670637228	2.20514868338821	1.82789294329832	1.65814118124964	1.86063789742055	1.70343320017318
V1_14_22_T2	1.93297163196343	1.26314339395743	1.37493879036924	1.38984008740971	1.88452427860224	1.67999485751101	1.42249498052452	1.9525220841764	1.72045909257136	1.9288077560002	1.92182458140025	1.67184526399152	2.1133481772177	2.05570529614702	2.18917195186309	2.13420078997416	1.91828077883274	1.99910032592742	2.07724576703199	2.08631110832024	2.12643240635569	1.96461987411412
V1_14_23_T1	0.968231192507171	0.70145551844854	1.2956629462676	1.42245303238489	1.00613316799526	1.35494612164768	1.4728435034223	0.789767093887349	1.12860418566776	0.922965447132725	0.88284036559573	1.32570285215469	1.38850022780927	1.21566166525686	1.20719051622962	1.43998628328286	1.25944648655741	1.51789127436449	1.33187255832407	1.24322535761651	1.35508673007394	1.29050039993824
V1_14_23_T2	0.928062266892266	0.675383764229507	1.85230682519432	1.77100368927923	1.13831583780035	1.67583814095865	1.77438665493021	1.38846567411999	1.7697643361613	1.36130350220533	1.23479622981068	1.35993446208749	2.20434745798148	1.91968771832643	1.93718941801065	2.15551937575429	1.89406079644473	2.38302262346475	1.97395575972708	1.80187061096664	2.0017950867291	1.85882197816099
V1_14_24_T1	1.00728610275556	0.850213404566653	1.98840547540169	2.14509770410992	1.73800488354977	1.96599389491848	2.27401322509858	1.320204955454	1.65634266552215	1.52843177587885	1.53759516084958	2.08615704514273	1.36803063497004	1.55085658764277	1.36778549283708	1.45176040206672	1.67240513561784	1.80669810136752	1.5953901228476	1.58457841781784	1.42253822881281	1.71813717575107
V1_14_24_T2	1.65226631860255	1.49210147295389	1.78655321537978	1.94713089321776	1.37964376148653	1.76413684134325	2.00284638242294	1.07852470708588	1.45316081051649	1.24052987022673	1.22989144602884	1.72945074265772	1.4801843748115	1.50901052589344	1.35844253156961	1.48905206770719	1.59657651317811	1.80279710878172	1.53647050333016	1.48384690525557	1.41677622351933	1.63350697109277
V1_14_25_T1	0.904048949595786	0.904532085169662	1.7824960565314	1.96034134386743	1.5087646045852	1.78001754188748	2.06037726255809	1.09780673896001	1.46101873591875	1.31471702832185	1.32366269579357	1.86756538859359	1.28266375297025	1.41192390023608	1.26628828326439	1.34088938417272	1.52392812550457	1.66237636845362	1.46050108741379	1.42863510246127	1.32328106920975	1.56870236630178
V1_14_25_T2	1.31604855738886	1.41564695609388	1.23521557935123	1.37936412815441	1.04151716335464	1.32070168529537	1.44440032775891	0.786033330133437	1.07040810201372	0.935772004328597	0.897833700696733	1.36707125772137	1.28459451202186	1.14925960247557	1.16644782866831	1.36738602782421	1.1702966960826	1.40629349317264	1.28841727813157	1.20858731525891	1.30480119569735	1.21164395424728
V1_14_31_T1	1.12493554481719	0.803193644293573	1.99105922824996	2.1666863402146	1.92264363673929	2.00820710951704	2.32630092128418	1.46820164235571	1.68586625966367	1.67180262391859	1.68381014504034	2.24844285664443	1.26539859299423	1.50037012360682	1.39150110006318	1.44390574962632	1.62931296852785	1.66286510979223	1.61098331664971	1.5813571364779	1.37932432376324	1.67607502065439
V1_14_31_T2	2.19017414281566	1.43374892367856	1.20510826008648	1.35492738428255	1.92223350243495	1.59087063612773	1.60709336213702	1.77382827219901	1.4476854898611	1.69563908468253	1.7075597499189	2.05341288329942	1.51133989275585	1.45664686122185	1.62119395650945	1.52078237310584	1.37222473349259	1.2101749634654	1.68389264184012	1.77948499219265	1.66494450336721	1.55267034850299
V1_14_32_T1	1.00520124545847	0.722951880180941	1.97766819886526	2.14027680317739	1.79218817895329	1.96408796904219	2.28410987019836	1.35302867459773	1.65597401034112	1.56701890507847	1.57752712229262	2.13437618663125	1.29805607073957	1.50959540925657	1.35555447003341	1.43432475976128	1.63609584035688	1.7438322293976	1.57281954674202	1.5640838650119	1.38374867173022	1.69372909273553
V1_14_32_T2	1.0011826082618	0.675004770148805	1.84074997307696	1.81124626258834	1.1693135265898	1.68677371876126	1.79938381545342	1.30885427942332	1.70102919051072	1.29238902802964	1.18358615300456	1.39261439093591	2.10127561712278	1.85223996523551	1.82190620178719	2.06108384703489	1.85307041173585	2.29997172375593	1.90227779678515	1.74658665273698	1.91709775185557	1.82719408711776
V1_14_33_T1	2.23484105799537	1.58120249838837	1.24725080180104	1.38601125618972	2.06142723123028	1.67868157876181	1.66306387162086	1.90500405732625	1.54731780399584	1.81948322759095	1.84965084967763	2.13688331723452	1.6437327635639	1.60372654010459	1.76326673697242	1.61718068673713	1.51532600585877	1.32551819797362	1.81449794739349	1.91630797229922	1.77181297474008	1.6701882124056
V1_14_33_T2	0.947123852916118	0.6678124738481	1.92330287051294	1.82201379540648	1.17984868733507	1.7387935645862	1.82457224185458	1.47215221252697	1.85199138211707	1.43609717567177	1.31397368190372	1.40025265986061	2.29221771965479	2.00130400612733	2.02798190973137	2.23698682359072	1.96396136491032	2.47208677656279	2.05075724884096	1.87457684749983	2.08179190580999	1.92786666818196
V1_14_34_T1	1.13540049197821	0.973790559110612	1.14461165406484	1.24783270658407	0.999953637000107	1.27275758494873	1.34025229455972	0.871891108027396	1.05272739361086	0.956905908785968	0.920053693553091	1.30663574350968	1.35665827509703	1.19530802510532	1.24843646402536	1.44425022296624	1.16134800237736	1.44897536881466	1.32846834676309	1.26598460042465	1.38062777574093	1.21275874921623
V1_14_34_T2	0.963376852374978	0.786507433822982	1.93254405140868	1.81617017354339	1.17718152242702	1.74762774883578	1.82168625898471	1.50305729873258	1.87742985323178	1.46230079312695	1.34208698681755	1.3968523823505	2.32613325001361	2.02670696817874	2.06650850170264	2.26797972526857	1.97994417103564	2.50025075233913	2.07611397555898	1.89642523839747	2.11142694097947	1.94406511215267
V1_14_35_T1	0.997136782046259	1.02319011775528	1.20918514938001	1.38746280920276	1.17888396119883	1.33603662572953	1.49226420395497	0.858490338363122	1.03356592439294	1.01973414325243	0.983167867237935	1.50504501755206	1.12066577351984	1.09331636207915	1.12113447912684	1.28223837625384	1.08556669702998	1.26103903340753	1.2594826674343	1.18698861767155	1.25728002811615	1.14854857343242
V1_14_35_T2	1.28087089331867	1.38418249037464	1.30730235495925	1.44741451116666	1.02976111736255	1.36626530541137	1.49858605764891	0.775110299734418	1.12428282892459	0.929729004527783	0.891301347785987	1.35324989480523	1.35411306670472	1.20167294815923	1.18571909376739	1.40986222366528	1.24788690726876	1.48698164450875	1.3201128225451	1.23103803456341	1.3289763077433	1.28494491741282
V1_14_41_T1	1.2458757312667	0.895209542087386	2.20112435068781	2.36762940902157	2.08074515941262	2.19422206119383	2.52384905448787	1.63469750954495	1.87606426670874	1.83278208148542	1.84708835745433	2.41415906151375	1.43089993482596	1.6880105483596	1.52911664879027	1.58154387765343	1.81619361333522	1.87105987534869	1.77057017144524	1.75418946025805	1.52560716639518	1.87148383663446
