samples	PC1	PC2	PC3
V1_10_11_T1	-0.0033901590168279316	0.02868504691536944	-0.004086488546261664
V1_10_11_T2	0.016641785864638714	-0.052123227066540045	0.04147423700948458
V1_10_12_T1	-0.04761387093981567	0.022423685901871993	-0.017830013911781406
V1_10_12_T2	-0.0024467498040996686	-0.06887822261727639	0.012678839649780898
V1_10_13_T1	-0.06129429935047076	0.03806675086638648	-0.02941740082655199
V1_10_13_T2	0.024191793969641173	-0.030384850676542688	-0.01086682442765028
V1_10_14_T1	-0.05504647430010566	0.021938983570966943	-0.033256280515269625
V1_10_14_T2	-0.014212049046010937	-0.056029726808775854	-0.007750706175182488
V1_10_15_T1	-0.057016360962706625	-0.012243571934027059	-0.037978893653974256
V1_10_15_T2	0.011844816353182309	-0.014681054452310455	-0.0036622300712489705
V1_10_21_T1	-0.018643064025471848	-0.007779626433378498	-0.007003984946519641
V1_10_21_T2	-0.001663579771873869	-0.0452110067495179	0.056876556529918326
V1_10_22_T1	-0.02452358518417916	-0.0033730957092682873	-0.04975097500394547
V1_10_22_T2	0.03583722062626831	-0.054354606999543184	0.026772599044252922
V1_10_23_T1	-0.05586150197245727	0.0036761623984407684	-0.03927293415218229
V1_10_23_T2	0.03343357719283581	-0.041994960634951325	0.04510917236660872
V1_10_24_T1	-0.03337482603931613	-0.06614187089463909	-0.023475246350074943
V1_10_24_T2	0.025319063624009503	-0.03891145586165024	0.05600653100218575
V1_10_25_T1	-0.038560808096231844	0.024530566168894027	-0.06078469942644842
V1_10_25_T2	0.002190483865097279	-0.049027536261518824	0.011678288253504188
V1_10_31_T1	0.012608686225025	0.0047738071893196855	-0.051327175767390064
V1_10_31_T2	0.023348472426839514	-0.06148981486126085	0.021891475459597784
V1_10_32_T1	-0.025432777571691715	0.005885257657941508	-0.06280186203725165
V1_10_32_T2	0.026193693536443654	-0.0526401669005008	0.023652951825322777
V1_10_33_T1	-0.012258514342956077	-0.06455718003113266	-0.039786802503220385
V1_10_33_T2	0.0360969937161032	0.022740683739194988	-0.0021891762471250528
V1_10_34_T1	-0.01612226356870738	0.02077614580697135	-0.01825011904486757
V1_10_34_T2	0.04148149068897829	-0.047140373460975396	0.027627502698158064
V1_10_35_T1	-0.03810351121374148	-0.01207496043603435	-0.04404319626155795
V1_10_35_T2	0.0416890804794977	-0.04494404193236114	0.04419423356009424
V1_10_41_T1	0.009912658119083822	0.017407252484015978	-0.02775662651243474
V1_10_41_T2	0.02692629291695344	-0.07891448744663239	-0.020939239988637105
V1_10_42_T1	-0.030163495282054198	0.025612934756264093	-0.03631876734209623
V1_10_42_T2	0.03985885954986723	-0.07088854441943426	-0.008192545032866745
V1_10_43_T1	-0.06620130288198713	-0.05396054202864055	0.006240131396617849
V1_10_43_T2	0.04066666998966029	0.028235320908970997	-0.032384490858660506
V1_10_44_T1	-0.0453904258029048	-0.05998516894276168	-0.019846324707969595
V1_10_44_T2	0.023802852623975978	0.03448956080884765	-0.03535017944991875
V1_10_45_T1	-0.04952075421783297	0.03815518460860301	-0.007512687470899178
V1_10_45_T2	0.01832627268224336	0.04576736294749262	0.015317899867096134
V1_14_11_T1	0.021518823875429395	0.04695894976499783	0.034655736608151806
V1_14_11_T2	-0.02826459076326324	0.039999348106000816	-0.03109578048824433
V1_14_12_T1	0.024691527044356856	0.044101891178818554	0.04190849681606768
V1_14_12_T2	-0.026234942504514913	0.03774273583239075	-0.04727274752212968
V1_14_13_T1	0.046549900549898604	0.0545033823774096	0.05181620512808641
V1_14_13_T2	-0.0291837005815248	0.037306532652436476	-0.034676576129874986
V1_14_14_T1	0.012482537813254835	0.04381781937437994	-8.253337607633642e-05
V1_14_14_T2	-0.037569195779522786	-0.04334096609353216	0.0026593032463471823
V1_14_15_T1	-0.04200663749486826	0.057401962228154635	0.03013329678185896
V1_14_15_T2	-0.05076843981010601	0.03359980863374048	-0.0687311577405491
V1_14_21_T1	0.014492828153230428	0.044399897669598835	0.01550700847812704
V1_14_21_T2	-0.01793120050743966	0.02857131638516262	-0.05855436791292553
V1_14_22_T1	-0.02387276927962101	0.03639052785439284	-0.010308341237000923
V1_14_22_T2	-0.033163977493446094	-0.03818222679808523	0.024004415590017453
V1_14_23_T1	0.008051374197391969	0.01901816080696058	-0.026717256035158298
V1_14_23_T2	-0.02466354109800845	0.033561147938835835	-0.05382897158368837
V1_14_24_T1	0.04553164207255196	0.054645534300395066	0.030781696750961193
V1_14_24_T2	0.025489829796831672	0.053173770191704	0.01407186100363396
V1_14_25_T1	0.03675288017761152	0.049184315899500085	0.02570282940197802
V1_14_25_T2	0.011270456389889919	0.01503715151834591	-0.01883469392587933
V1_14_31_T1	0.05666682441460004	0.048180792084238	0.06447456904048857
V1_14_31_T2	0.014536593375480286	-0.0487715746994302	-0.0010115457345867271
V1_14_32_T1	0.049258887517790124	0.05471853540497315	0.05022526257737263
V1_14_32_T2	-0.016412921118616437	0.03899026363090779	-0.04656865051543778
V1_14_33_T1	0.01232013092049795	-0.06486329663418779	-0.031396119785798905
V1_14_33_T2	-0.028358591382910397	0.0352752256523038	-0.053542423059774316
V1_14_34_T1	0.0027958660406317897	0.00670370862752695	-0.018712672871997488
V1_14_34_T2	-0.03029385414825636	0.028909286581090547	-0.07238381634619677
V1_14_35_T1	0.01953962552584444	0.011692684751128115	-0.0013368553337899107
V1_14_35_T2	0.011390858176673083	0.01426915353515951	-0.04512231367198689
V1_14_41_T1	0.06075391102158348	0.0656553280511884	0.09543490483677916
V1_14_41_T2	-0.005989521092256911	-0.045701673607496406	-0.009088210006387858
V1_14_42_T1	0.052244615290722066	0.04484794018296877	0.040134896106894385
V1_14_42_T2	-0.015116648005410713	0.03668897019144954	-0.0474320063797974
V1_14_43_T1	0.046888828949661794	0.03782085891011991	0.019954445670508157
V1_14_43_T2	-0.0411467216730013	0.04039125314165119	-0.04826349655801618
V1_14_44_T1	0.01404525843459095	-0.05730749172618064	0.005201852174986876
V1_14_44_T2	-0.02352616665207562	-0.04310227033452064	0.0037457747696204454
V1_14_45_T1	0.004526257672757871	0.0480457824853875	0.04413809238297313
V1_14_45_T2	-0.029052121985736635	0.024797938408010704	-0.09760479853414285
V1_21_11_T1	-0.04022965853249097	-0.053559182305341485	0.013388235060542377
V1_21_11_T2	0.05428692027302357	0.05600055286475363	0.04452625686533475
V1_21_12_T1	-0.0688404745346882	0.056140166961572445	0.056348521484160544
V1_21_12_T2	0.01366234062278635	-0.05035338477116448	-0.007432327028535363
V1_21_13_T1	-0.08224658119310482	-0.043551069506971435	0.03903996159532676
V1_21_13_T2	-0.058543642722205164	0.03049976881035161	0.020286152896483015
V1_21_14_T1	-0.11658355756365901	-0.0219336717164786	0.11595228723682839
V1_21_14_T2	-0.07027578324144075	0.05042303673547469	0.06182058035228523
V1_21_15_T1	-0.08960394900577098	0.05553367916553352	0.06257949665145496
V1_21_15_T2	-0.04446218794062725	0.03834448751149795	0.008696669199154348
V1_21_21_T1	-0.02779362502003064	-0.06429030633906127	-0.016739604310821093
V1_21_21_T2	0.027172550562224958	0.036236832481738986	0.012474986987971077
V1_21_22_T1	-0.06322599144333495	-0.04970708664525975	0.029458448524036528
V1_21_22_T2	-0.030908183022206107	-0.047395483603729256	0.027897547198209808
V1_21_23_T1	-0.07905552665762525	-0.042270597307052925	0.025898707831390366
V1_21_23_T2	-0.029999310422353834	0.04238660145019408	0.006823514265388438
V1_21_24_T1	-0.10553676004534004	0.05531275010207281	0.05100409120399416
V1_21_24_T2	-0.06755315819302227	-0.031012961883020156	0.07368360749292213
V1_21_25_T1	-0.08581348811415408	0.04915080585734742	0.040574872776077665
V1_21_25_T2	-0.06820586086870423	0.03353062967040959	0.00318849643268533
V1_21_31_T1	0.015887571902821963	-0.008687765346458787	-0.07652302305887554
V1_21_31_T2	0.023908862497745625	-0.05348805995007771	0.062185701073530525
V1_21_32_T1	-0.032691078587311045	-0.009226032760590716	-0.10561561763546187
V1_21_32_T2	0.053844086801464845	0.006705258865543975	0.004273048822175429
V1_21_33_T1	-0.034887776515396776	0.018810683384643076	-0.052532266967974965
V1_21_33_T2	0.055243979456096846	-0.04139381990005218	0.08292524423071228
V1_21_34_T1	-0.04422212496150115	-0.06307979252753562	-0.019865195008335945
V1_21_34_T2	0.057561096891969685	-0.0368951776323229	0.08392284796697459
V1_21_35_T1	-0.04250407435589884	0.039056125706892084	-0.004773281469876478
V1_21_35_T2	0.021662145777775248	0.023110374113502998	-0.015790117294785987
V1_21_41_T1	-0.018746057807613424	-0.07930933303172513	-0.07672559139715164
V1_21_41_T2	0.050012463479255434	-0.0425424051451343	0.07912594130592845
V1_21_42_T1	0.001707483009770568	-0.012205637797734417	-0.12753094924804836
V1_21_42_T2	0.040483496101685224	-0.05402343979078341	0.035169018172072984
V1_21_43_T1	-0.07234891757821052	0.03595075447297971	0.019595703244464448
V1_21_43_T2	0.03829729235662212	0.03157673044593577	0.015592189204403282
V1_21_44_T1	-0.08316303190258655	0.04924524446869999	0.06275146498303283
V1_21_44_T2	-0.007602151029373617	0.04452737947300573	0.010537681796324543
V1_21_45_T1	-0.07995442618354787	0.04439332923019258	0.029535246872876328
V1_21_45_T2	-0.00515197694270435	0.045927315106092395	-0.0050765743515077625
V1_23_11_T1	0.00883964167325863	-0.033532228207402814	-0.08941708054600228
V1_23_11_T2	-0.003371742354886236	-0.045899752354900035	0.030810054617997306
V1_23_12_T1	0.015755124037842978	-0.007745154693300481	-0.06893738806917243
V1_23_12_T2	-0.042835251655060004	0.06268758664556279	0.054047455772233036
V1_23_13_T1	-0.0005213108862407393	-0.07944249379168684	-0.046424208153998975
V1_23_13_T2	-0.014857432362892739	-0.037590809849480586	0.039778793683975376
V1_23_14_T1	0.03255546190765495	0.005467664820150069	-0.0277360389574958
V1_23_14_T2	-0.033764583903579816	0.01762613637263956	0.009028492287445886
V1_23_15_T1	-0.0024939823318353036	0.0025349872131922545	0.013360503650827452
V1_23_15_T2	-0.0800241625945782	-0.04297698721480435	0.04099326999774877
V1_23_21_T1	-0.006009265752554523	-0.058515622691830145	-0.014601374551419128
V1_23_21_T2	-0.01947316720887465	-0.04869050665610293	0.018611701909102173
V1_23_22_T1	0.023200975764810908	-0.06924045042371543	0.014229390123639562
V1_23_22_T2	-0.060249465923064294	0.05931845427417231	0.04274032262048901
V1_23_23_T1	-0.026450781220915976	0.011781798732331991	0.011695758422793773
V1_23_23_T2	-0.07498174289274497	0.052139812489165396	0.039691252528916025
V1_23_24_T1	0.009586777777873142	0.04615691351652948	0.04179432972023998
V1_23_24_T2	-0.07073044752306672	0.04449736905602261	0.03442436869375376
V1_23_25_T1	-0.07675820807708653	-0.04963588903853046	0.045317016165246755
V1_23_25_T2	-0.10777229196618916	-0.022463610114556654	0.0994005499092556
V1_23_31_T1	0.046917190539865115	-0.048799532598588304	0.027032075592512774
V1_23_31_T2	-0.02330477865362864	0.01960215930947139	-0.002361214670298958
V1_23_32_T1	0.016257791452686157	-0.060204341216882416	0.024073554412811286
V1_23_32_T2	-0.037857217169713804	0.013765352507093985	-0.020796302288806284
V1_23_33_T1	0.06527109594644347	-0.041506155932259196	0.05569084770123256
V1_23_33_T2	-0.05771208655294792	0.02695429986791693	0.006561519330925149
V1_23_34_T1	0.051901412826179244	-0.0799779633476612	-0.025816134264546355
V1_23_34_T2	-0.0403233903016991	0.03153570537874914	-0.004391558729052524
V1_23_35_T1	0.05575416234422811	0.020989154817927846	-0.029855873188270765
V1_23_35_T2	0.007440529774583606	0.025021296714497897	-0.023648993056812843
V1_23_41_T1	0.05838166623878764	0.044050964466006495	0.02408206731254573
V1_23_41_T2	-0.012291916369693819	-0.04794028136544208	0.020708507313390696
V1_23_42_T1	0.05880240162781566	0.023345620916232233	0.01301101344289176
V1_23_42_T2	-0.011728209943492643	-0.003128014049925206	-0.001229910324064693
V1_23_43_T1	0.03991292286214093	0.028542834428610393	-0.005319686749139995
V1_23_43_T2	-0.03064995049511328	0.029149762406779203	-0.0231087231940503
V1_23_44_T1	0.07140399381704036	0.04088350751586026	0.026099623255311507
V1_23_44_T2	-0.0008158807299482409	0.018064660569265287	-0.029042939460005038
V1_23_45_T1	0.023918179811189457	0.03334516930915311	-0.007240949898249177
V1_23_45_T2	0.008027878436488676	-0.03869849432089125	0.04058930148240628
V1_24_11_T1	0.030534516855297362	0.034508624939697766	-0.008537273639844517
V1_24_11_T2	0.006619303418289792	-0.036764919062940375	0.053971813265721105
V1_24_12_T1	-0.05306388323111123	0.03540937720065363	0.01104878996979039
V1_24_12_T2	-0.03072920380241966	0.03745562428630213	0.009519415863173845
V1_24_13_T1	-0.05763224645734748	0.047489528119656364	0.009700550765946229
V1_24_13_T2	-0.03768366835838038	0.041215986726245685	0.019294710758981454
V1_24_14_T1	-0.07319533758176416	0.008073600659931015	0.00649182469980146
V1_24_14_T2	-0.04883596830954752	-0.034070890504157875	0.053149247373752914
V1_24_15_T1	-0.03440556520114777	-0.0004205763520586719	-0.02651733205563404
V1_24_15_T2	-0.058401684826090046	0.03630593147086335	-0.0025567631578472436
V1_24_21_T1	0.024535089126141225	0.010276338486239276	-0.0206559845110336
V1_24_21_T2	0.035290241117227464	0.05689899849807856	0.051276281991810176
V1_24_22_T1	0.022687879094576965	0.035566065085452785	-0.022743390304376315
V1_24_22_T2	0.028003014266523418	0.05286168895056551	0.018971770584341068
V1_24_23_T1	0.0005562775125403796	0.00955647620154918	-0.06609049817878594
V1_24_23_T2	-0.029236341683776496	0.035280125615091834	0.02713763338240471
V1_24_24_T1	-0.017150075420278948	0.003840382335188445	-0.012856362960485852
V1_24_24_T2	-0.0335361197256304	0.031777872332641025	0.011034181694591763
V1_24_25_T1	-0.05286786047238656	0.0275286286215265	0.0038917306402750304
V1_24_25_T2	-0.04494145714231812	-0.0419732726793126	0.04351928665111315
V1_24_31_T1	0.05946623357739384	0.04875288274452524	0.044524229194587345
V1_24_31_T2	0.05324652500950994	0.03673104711671656	-0.00369479157046785
V1_24_32_T1	0.04908841549261785	0.040683436088471026	0.00019291758777991602
V1_24_32_T2	0.06984918413750772	-0.015912794050439025	-0.005492431657375549
V1_24_33_T1	0.050795314526070376	0.028685027743316337	-0.060584997809955916
V1_24_33_T2	0.05606636953312289	0.06313265311836631	0.07239224138341399
V1_24_34_T1	0.017196861191377175	0.010441803321853831	-0.03532815926164536
V1_24_34_T2	0.006033246860718923	-0.05834819523155874	0.0001482031541338681
V1_24_35_T1	-0.0048502470982139554	-0.005055378880283578	-0.04287767674707205
V1_24_35_T2	0.0014840729036561169	-0.0016664095272957273	-0.0035147471112802336
V1_24_41_T1	0.03679919941245481	-0.007756621663318264	-0.03235899732318165
V1_24_41_T2	0.06506423430479455	-0.03043730752158383	0.06721548207932074
V1_24_42_T1	0.048438152940941004	0.04138325019048311	0.004546375439878196
V1_24_42_T2	0.05019549470705061	-0.04798515401345684	0.01556855330627592
V1_24_43_T1	0.010541276257199106	0.014302673815805841	-0.0875961797535727
V1_24_43_T2	-0.02206060206390992	0.024091892093536	-0.033200574215061375
V1_24_44_T1	0.04439679276287058	0.021414777070399706	-0.01878556546433012
V1_24_44_T2	-0.014799374703996473	-0.050555608216938344	0.006492491867391668
