	mean_md	spatial_dist_weighted_mean_md	mean_md_H_T54	mean_md_H_T55	mean_md_H_T64	mean_md_H_T65	mean_md_H_T74	mean_md_H_T75	mean_md_H_T84	mean_md_H_T85	mean_md_H_T5161
A100.I.T2	0.538081738789841	0.57973076907892	1.67376174558727	1.48069847861041	1.84822254513359	1.65402903921718	1.35452345297125	1.41103941626007	1.22236577754824	1.3971964322195	1.74925049838877
A100.I.T3	1.09525238946376	1.00225893242146	1.91893775616185	1.78381713591395	2.09042820012939	1.96588463262111	1.10718510750332	1.29404064523519	1.09922111750454	1.28442822217087	1.40147974582445
A100.I.T4	1.57922115049157	1.50486002571712	1.30357836224658	1.15770920137338	1.31607780458059	1.28298882176168	1.24500441611556	1.13932894413274	1.18898815866158	1.23093245185862	1.49186208332411
A103.14.T3	1.99270752371253	1.36984750085891	1.45124822868073	1.44575306574524	1.20628934020075	1.30818357326487	2.32466339536127	2.05328122610876	2.25626021116592	2.12212432266309	2.50482115541631
A103.14.T5	2.38971395749205	2.04120059679593	1.48191208761676	1.44204804163738	1.21660505629513	1.31490237761109	2.5140310179928	2.24174931768025	2.41834306726472	2.31400900193158	2.75069606632525
A103.15.T3	2.30318900760728	1.86652668511176	1.26127539480828	1.07482870242973	1.16260174366904	1.12973917221903	2.03121405446799	1.80793295907691	1.89574335318242	1.89627395151685	2.3737813925835
A103.15.T5	2.00556438557683	1.82012753932773	1.38058693514201	1.12843890600958	1.39826961628973	1.26836464679134	1.74902781510248	1.63942126298307	1.59121222272398	1.69915997360341	2.16358978119673
A103.24.T3	1.58054368669419	1.5787881298276	1.3577328959343	1.3679112601401	1.24483862109127	1.3443582285228	1.78487866948593	1.57403698454859	1.73630239327972	1.6409032726719	1.9196222331012
A103.24.T5	1.36201336255246	1.27881820995419	1.43243712996238	1.41231846832756	1.40155992183665	1.47234862111485	1.46724548875161	1.32408409494448	1.43704792440627	1.40620451537358	1.57207001085268
A103.25.T5	1.72449459724847	1.68665208885638	1.54761839989815	1.3619331438436	1.71176649600609	1.52609568268086	1.22572096103418	1.26758411569023	1.10921555346523	1.26958648611876	1.58941488324756
A103.34.T3	1.66656261282237	1.80352269186998	2.12409435953221	2.19810337576655	2.2196450575925	2.30000454257474	1.58956993870911	1.57510451213262	1.61644181359988	1.64085121528105	1.43430182815638
A103.34.T5	1.25109165455052	1.23220710007607	1.77019511696326	1.78162319068288	1.84361045893048	1.89707171839097	1.34736862801352	1.31347690001158	1.35994164453616	1.38937916860473	1.33843799347821
A103.35.T5	1.38003420580957	1.43844304666022	1.95514263548462	1.91811432079128	2.08634128302531	2.09567494008951	1.24782732242944	1.30034295104715	1.26898512208323	1.35955870841096	1.27469359624743
A103.44.T3	1.78635102390048	1.09807362508108	2.01678303210859	2.03308935032028	2.13300269151097	2.17903020033231	1.37901474958701	1.39649322064548	1.40448334976065	1.46959197744565	1.31286233628713
A103.44.T5	1.72450448524837	1.28782081356882	2.21168891050823	2.13212492752389	2.38065180039187	2.32659739286973	1.2966617011398	1.47333359706154	1.3129875914457	1.47719020509583	1.42813502413764
A103.45.T3	1.54737300931238	1.06231129325927	1.99976696349665	2.12261907395868	2.01655345854952	2.12520672685348	1.93746324808465	1.80773300974705	1.92266014392697	1.83536894098236	1.75671470526473
A103.45.T5	1.2993624307476	0.965909371189609	1.88389036427092	1.9083629311516	1.97440546945764	2.03071794243286	1.38028527506629	1.36316917462622	1.398361186547	1.43622682620408	1.33179546170865
