	mean_md	spatial_dist_weighted_mean_md	mean_md_H_T64	mean_md_H_T65	mean_md_H_T54	mean_md_H_T55	mean_md_H_T74	mean_md_H_T75	mean_md_H_T84	mean_md_H_T85	mean_md_H_T5161
142242.14341.SAMPLE143	2.07325119809299	1.87882755171652	2.02778409347789	2.18536876707435	1.91851578837182	2.18743877928118	2.0716112956519	1.90374175230175	1.94820080541044	1.99418701732656	1.95091961654492
142242.14341.SAMPLE144	1.20745038418338	0.958745253301761	1.59323509237425	1.56589215642383	1.47025300272823	1.42242313002761	1.06581416895751	1.08415335268755	1.04463376178212	1.09285887276252	1.04885417004879
142242.14341.SAMPLE145	1.20430109103614	0.74480868069746	2.43627844197617	2.39971781897071	2.30256618943929	2.26252179631752	1.45078674950819	1.65495758429185	1.6155795293346	1.73093444953761	1.45315193402333
142242.14341.SAMPLE146	1.01594853318634	0.994384726203319	1.24395169282213	1.34773558138158	1.16934855171287	1.32962714729382	1.49623429600217	1.26311789019621	1.3607986921811	1.37094097681517	1.50516060258891
142242.14341.SAMPLE147	1.08062672089846	0.780219268040929	2.63409527880229	2.70184125084934	2.48004849074822	2.59462190668724	1.93702468339289	1.92987701632227	1.94865586265997	2.03910156486741	1.76091883354611
142242.14341.SAMPLE148	1.34820804819192	1.20220978008156	1.64817095687909	1.59801840998208	1.53651913431988	1.44806892214204	1.07237750570449	1.12908430009221	1.07455341786313	1.11370130071061	1.07813935607809
142242.14341.SAMPLE149	1.12231999487717	1.27795740950365	2.52880370322197	2.50197740011112	2.38752918185696	2.36400372890412	1.54294595300869	1.72665480673094	1.690652314032	1.81238963811623	1.52069819849827
142242.14341.SAMPLE15	0.971123639028415	0.814680360263134	2.10958624581996	2.04956470994749	1.97859029228184	1.91102470371786	1.22673987956329	1.41804994634782	1.35611518785058	1.44787934282021	1.2597101860822
142242.14341.SAMPLE150	1.16925176965451	1.12169833580718	1.24517093938832	1.249851349908	1.17109266383772	1.11103651672196	1.18978674092687	1.07534787513877	1.06958376489494	1.09499695196441	1.23676807647318
142242.14341.SAMPLE151	0.910699836114946	1.07208009144628	2.22281842031222	2.2661331585543	2.0686979190953	2.13592061972629	1.48673976045192	1.51514682097687	1.48883017571696	1.59832563619344	1.34717439886825
142242.14341.SAMPLE152	1.87904158718032	1.81290168685989	2.4929656855511	2.52211460689276	2.33719498723302	2.39209343850564	1.65944029329766	1.72383473187202	1.70634147356122	1.81241145331236	1.52681857908263
142242.14341.SAMPLE153	0.950959635074297	0.962118800965686	2.64454814452594	2.67466985293387	2.48834008294625	2.55054500009621	1.80071473842263	1.86841332201025	1.8592944103407	1.96404698390133	1.66523743901043
142242.14341.SAMPLE154	1.57526468649885	1.54719865178339	1.82246893791235	1.82439824155277	1.67679187864794	1.68592059999203	1.14555741263072	1.1886632774767	1.15716903120965	1.24956923179253	1.08113182789685
142242.14341.SAMPLE155	2.22349116001018	2.23287558278687	1.72604984171952	1.73393155111931	1.57901830138781	1.60018892072986	1.13455561332878	1.1404138297399	1.11472048480393	1.2019445406949	1.06635156714209
142242.14341.SAMPLE156	0	0	1.17923147873464	1.30228837346028	1.17085749049026	1.324061572888	1.69396874181317	1.43579679019721	1.55678025345209	1.53223953771015	1.74275611255632
142242.14341.SAMPLE157	1.10975411363141	0.886248114666236	1.40666147564565	1.56128244064891	1.40372407693695	1.64916167149707	2.04651217248888	1.79161005916252	1.87143786194019	1.8681366013426	2.06016746031034
142242.14341.SAMPLE158	1.09083042030853	1.01563666629153	1.16971723006337	1.29056554218196	1.16197468286081	1.30780631169189	1.6819214158571	1.42342403239715	1.54591765520618	1.51993167943755	1.73303783926519
142242.14341.SAMPLE159	1.19375047428464	1.05863407098218	1.52685226898828	1.69237848692574	1.5212050176656	1.78842230425963	2.18285633124318	1.9320526673644	1.99295240227751	2.00014348965417	2.18432529432615
142242.14341.SAMPLE16	0.554001675353807	0.726721094693012	1.79098707029047	1.68320927677914	1.6991834573504	1.53882586447724	1.20287343705638	1.31852673446056	1.2574468759212	1.2601672547166	1.26907167338445
142242.14341.SAMPLE160	0.945928936705116	0.845717941330421	1.46879561093582	1.59942888270334	1.35564780990749	1.59363458840185	1.61569547755786	1.40883226136419	1.47610985960354	1.50643030073011	1.55323316633628
142242.14341.SAMPLE161	1.11802585509904	0.904740270006091	1.67903115455177	1.73437994168939	1.51179916926222	1.63524934545604	1.28412201421253	1.19007377460137	1.19690554306842	1.28806742682089	1.1760915662587
